SOURCE,DESCRIPTOR_1,NAME,DATE,SUB_NAME,PARAM_1,PARAM_2,PARAM_3,PARAM_4,PARAM_5,PARAM_6,PARAM_7,PARAM_8,PARAM_9,PARAM_10
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,0.0400,0.0400,0.0500,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,0.0400,0.0400,0.05,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,0.0400,Low Value,0.0500,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,0.0400,Low Value,0.05,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,Low Value,0.0400,0.0500,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,Low Value,0.0400,0.05,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,Low Value,Low Value,0.0500,0.46,Low Value,0.3875
DB1,C,A614,2/21/2014,4095.939543,10.02,10.03,0.0500000000,0.4600000000,Low Value,Low Value,0.05,0.46,Low Value,0.3875
DB1,O,A45,11/10/2013,3312.024765,10.0935,10.016,0.0670000000,0.3980000000,0.0000,0.0160,0.0670,0.0000,0.0000,0.375
DB1,O,A45,11/10/2013,3312.024765,10.0935,10.016,0.0670000000,0.3980000000,0.0000,0.0160,0.0670,0.0000,,0.375
DB1,O,A45,11/10/2013,3312.024765,10.0935,10.016,0.0670000000,0.3980000000,0.0000,0.0160,0.0670,0.40,0.0000,0.375
DB1,O,A45,11/10/2013,3312.024765,10.0935,10.016,0.0670000000,0.3980000000,0.0000,0.0160,0.0670,0.40,,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,0.0400,0.0400,0.0500,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,0.0400,0.0400,0.05,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,0.0400,Low Value,0.0500,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,0.0400,Low Value,0.05,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,Low Value,0.0400,0.0500,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,Low Value,0.0400,0.05,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,Low Value,Low Value,0.0500,0.47,Low Value,0.375
DB1,C,A617,2/23/2014,4081.809542,10.08,10.21,0.0500000000,0.4700000000,Low Value,Low Value,0.05,0.47,Low Value,0.375
DB2,E,A460,11/28/2016,19421.68394,10.08,10.09,0.07000000,0.57000000,Low Value,Low Value,0.07,0.57,Low Value,0.3625
DB1,V,A535,2/23/2014,4612.858448,10.22,10.12,,0.4000000000,0.0400,0.0400,0.0400,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,0.0400,0.0400,0.0400,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,0.0400,0.0400,Low Value,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,0.0400,Low Value,0.0400,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,0.0400,Low Value,Low Value,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,Low Value,0.0400,0.0400,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,Low Value,0.0400,Low Value,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,Low Value,Low Value,0.0400,0.40,Low Value,0.3625
DB1,,A535,2/23/2014,4051.573087,10.22,10.12,,0.4000000000,Low Value,Low Value,Low Value,0.40,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,0.0400,0.0400,0.0400,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,0.0400,0.0400,Low Value,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,0.0400,Low Value,0.0400,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,0.0400,Low Value,Low Value,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,Low Value,0.0400,0.0400,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,Low Value,0.0400,Low Value,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,Low Value,Low Value,0.0400,0.46,Low Value,0.3625
DB1,C,A615,2/21/2014,4008.560664,10.06,10.06,,0.4600000000,Low Value,Low Value,Low Value,0.46,Low Value,0.3625
DB2,H,A632,1/11/2015,17144.77183,9.91,9.92,0.05000000,0.40000000,,Low Value,0.05,0.40,Low Value,0.3625
DB1,BB,A171,1/3/2014,3790.27726,9.96,9.94,0.0600000000,0.4300000000,,,,0.37,,0.35
DB1,BB,A185,2/21/2014,4088.563333,10,9.93,0.2000000000,0.4200000000,,,0.2000,0.42,,0.35
DB1,BB,A185,2/21/2014,4088.563333,10,9.93,0.2000000000,0.4200000000,,,0.20,0.42,,0.35
DB2,,A368,1/2/2015,17172.36573,10.03,10.04,0.05000000,0.32000000,,,0.05,0.32,,0.35
DB2,,A375,2/7/2015,17183.3345,10.08,10.11,0.00000000,0.34000000,,,Low Value,0.34,,0.35
DB1,R,A537,2/26/2014,4612.896667,10.08,10.08,,0.4000000000,0.0400,0.0400,0.0400,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,0.0400,0.0400,0.0400,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,0.0400,0.0400,Low Value,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,0.0400,Low Value,0.0400,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,0.0400,Low Value,Low Value,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,Low Value,0.0400,0.0400,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,Low Value,0.0400,Low Value,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,Low Value,Low Value,0.0400,0.40,Low Value,0.35
DB1,,A537,2/26/2014,4051.633145,10.08,10.08,,0.4000000000,Low Value,Low Value,Low Value,0.40,Low Value,0.35
DB1,Q,A538,2/26/2014,4693.98584,10.03,10.05,,0.4300000000,0.0400,0.0400,0.0400,0.0000,0.0000,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,0.0400,0.0400,0.0400,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,0.0400,0.0400,Low Value,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,0.0400,Low Value,0.0400,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,0.0400,Low Value,Low Value,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,Low Value,0.0400,0.0400,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,Low Value,0.0400,Low Value,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,Low Value,Low Value,0.0400,0.43,Low Value,0.35
DB1,,A538,2/26/2014,4046.686552,10.03,10.05,,0.4300000000,Low Value,Low Value,Low Value,0.43,Low Value,0.35
DB2,L,A539,1/11/2015,17445.87516,10.03,9.97,0.05000000,0.39000000,,Low Value,0.05,0.39,Low Value,0.35
DB2,,A539,1/11/2015,17145.05574,10.03,9.97,0.05000000,0.39000000,,Low Value,0.05,0.39,Low Value,0.35
DB2,L,A540,1/11/2015,17223.54058,9.93,9.98,0.05000000,0.38000000,,Low Value,0.05,0.38,Low Value,0.35
DB2,,A540,1/11/2015,17136.8005,9.93,9.98,0.05000000,0.38000000,,Low Value,0.05,0.38,Low Value,0.35
DB1,C,A597,12/1/2013,3668.850975,10.19,10.11,,0.6200000000,0.0400,0.0400,,0.55,Low Value,0.35
DB1,C,A597,12/1/2013,3668.850975,10.19,10.11,,0.6200000000,0.0400,Low Value,,0.55,Low Value,0.35
DB1,C,A597,12/1/2013,3668.850975,10.19,10.11,,0.6200000000,Low Value,0.0400,,0.55,Low Value,0.35
DB1,C,A597,12/1/2013,3668.850975,10.19,10.11,,0.6200000000,Low Value,Low Value,,0.55,Low Value,0.35
DB1,BB,A598,12/2/2013,4345.41487,10.07,10.14,,0.5200000000,0.0400,0.0400,,0.52,Low Value,0.35
DB1,BB,A598,12/2/2013,4345.41487,10.07,10.14,,0.5200000000,0.0400,Low Value,,0.52,Low Value,0.35
DB1,BB,A598,12/2/2013,4345.41487,10.07,10.14,,0.5200000000,Low Value,0.0400,,0.52,Low Value,0.35
DB1,BB,A598,12/2/2013,4345.41487,10.07,10.14,,0.5200000000,Low Value,Low Value,,0.52,Low Value,0.35
DB1,C,A599,12/5/2013,3652.47153,10.06,9.9,,0.5800000000,0.0400,0.0400,,0.50,Low Value,0.35
DB1,C,A599,12/5/2013,3652.47153,10.06,9.9,,0.5800000000,0.0400,Low Value,,0.50,Low Value,0.35
DB1,C,A599,12/5/2013,3652.47153,10.06,9.9,,0.5800000000,Low Value,0.0400,,0.50,Low Value,0.35
DB1,C,A599,12/5/2013,3652.47153,10.06,9.9,,0.5800000000,Low Value,Low Value,,0.50,Low Value,0.35
DB1,BB,A602,12/5/2013,3693.589396,10.12,10.07,,0.6400000000,0.0400,0.0400,,0.57,Low Value,0.35
DB1,BB,A602,12/5/2013,3693.589396,10.12,10.07,,0.6400000000,0.0400,Low Value,,0.57,Low Value,0.35
DB1,BB,A602,12/5/2013,3693.589396,10.12,10.07,,0.6400000000,Low Value,0.0400,,0.57,Low Value,0.35
DB1,BB,A602,12/5/2013,3693.589396,10.12,10.07,,0.6400000000,Low Value,Low Value,,0.57,Low Value,0.35
DB1,BB,A603,12/6/2013,3685.394214,9.95,10.05,,0.6000000000,0.0400,0.0400,,0.60,Low Value,0.35
DB1,BB,A603,12/6/2013,3685.394214,9.95,10.05,,0.6000000000,0.0400,Low Value,,0.60,Low Value,0.35
DB1,BB,A603,12/6/2013,3685.394214,9.95,10.05,,0.6000000000,Low Value,0.0400,,0.60,Low Value,0.35
DB1,BB,A603,12/6/2013,3685.394214,9.95,10.05,,0.6000000000,Low Value,Low Value,,0.60,Low Value,0.35
DB1,BB,A605,12/6/2013,3685.405134,10.18,10.17,,0.5700000000,0.0400,0.0400,,0.57,Low Value,0.35
DB1,BB,A605,12/6/2013,3685.405134,10.18,10.17,,0.5700000000,0.0400,Low Value,,0.57,Low Value,0.35
DB1,BB,A605,12/6/2013,3685.405134,10.18,10.17,,0.5700000000,Low Value,0.0400,,0.57,Low Value,0.35
DB1,BB,A605,12/6/2013,3685.405134,10.18,10.17,,0.5700000000,Low Value,Low Value,,0.57,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,0.0400,0.0400,0.0400,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,0.0400,0.0400,Low Value,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,0.0400,Low Value,0.0400,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,0.0400,Low Value,Low Value,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,Low Value,0.0400,0.0400,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,Low Value,0.0400,Low Value,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,Low Value,Low Value,0.0400,0.45,Low Value,0.35
DB1,C,A613,2/21/2014,4029.990438,9.96,10.13,,0.4500000000,Low Value,Low Value,Low Value,0.45,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,0.0400,0.0400,0.0400,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,0.0400,0.0400,Low Value,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,0.0400,Low Value,0.0400,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,0.0400,Low Value,Low Value,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,Low Value,0.0400,0.0400,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,Low Value,0.0400,Low Value,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,Low Value,Low Value,0.0400,0.48,Low Value,0.35
DB1,C,A616,2/22/2014,4030.787571,10.12,10.21,,0.4800000000,Low Value,Low Value,Low Value,0.48,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,0.0400,0.0400,0.0400,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,0.0400,0.0400,Low Value,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,0.0400,Low Value,0.0400,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,0.0400,Low Value,Low Value,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,Low Value,0.0400,0.0400,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,Low Value,0.0400,Low Value,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,Low Value,Low Value,0.0400,0.47,Low Value,0.35
DB1,C,A618,2/23/2014,4029.984978,10.12,10.2,,0.4700000000,Low Value,Low Value,Low Value,0.47,Low Value,0.35
DB2,E,A897,1/8/2015,17136.52205,10.12,10.08,0.16000000,0.79000000,,Low Value,0.06,0.79,Low Value,0.35
DB2,E,A902,1/9/2015,17222.02275,10.1,10.17,0.06000000,0.46000000,,Low Value,0.06,0.46,Low Value,0.35
DB1,Y,A1110,4/21/2014,4291.493737,10.15,10.09,,0.3600000000,,,0.0400,0.36,,0.3375
DB1,BB,A173,1/12/2014,3828.594242,9.93,9.97,0.0600000000,0.4300000000,,,0.0600,0.37,,0.3375
DB1,BB,A173,1/12/2014,3828.594242,9.93,9.97,0.0600000000,0.4300000000,,,0.06,0.37,,0.3375
DB1,BB,A174,1/12/2014,3845.945534,9.96,9.95,0.0600000000,0.4200000000,,,0.0600,0.37,,0.3375
DB1,BB,A174,1/12/2014,3845.945534,9.96,9.95,0.0600000000,0.4200000000,,,0.06,0.37,,0.3375
DB2,E,A346,10/23/2014,16860.56662,10.11,10.09,0.00000000,0.31000000,,,Low Value,0.31,,0.3375
DB2,,A356,12/8/2014,17046.87734,10.22,10.23,0.00000000,0.36000000,,,Low Value,0.36,,0.3375
DB2,,A357,12/10/2014,17043.4595,10.12,10.11,0.00000000,0.36000000,,,Low Value,0.36,,0.3375
DB2,,A358,12/11/2014,17043.49226,10.08,10.05,0.05000000,0.40000000,,,,0.40,,0.3375
DB2,E,A359,11/20/2014,17004.80947,10.05,9.99,0.00000000,0.31000000,,Low Value,Low Value,0.31,,0.3375
DB2,,A365,12/29/2014,17366.17824,10.19,10.17,0.00000000,0.35000000,,,Low Value,0.35,,0.3375
DB2,,A366,1/1/2015,17172.38211,10.09,10.11,0.00000000,0.35000000,,,Low Value,0.35,,0.3375
DB2,,A367,1/1/2015,17193.36418,10.14,10.19,0.00000000,0.34000000,,,Low Value,0.34,,0.3375
DB2,,A369,1/2/2015,17199.89412,10.05,10.06,0.00000000,0.32000000,,,Low Value,0.32,,0.3375
DB2,,A373,2/6/2015,17171.86343,9.94,9.98,0.00000000,0.35000000,,,Low Value,0.35,,0.3375
DB2,E,A377,12/27/2014,17162.10674,10.05,10.07,0.00000000,0.36000000,,,Low Value,0.36,,0.3375
DB2,E,A378,12/27/2014,17554.92405,10.05,10.07,0.00000000,0.36000000,,,Low Value,0.36,,0.3375
DB2,,A385,3/25/2015,17410.67028,10.03,10.05,0.08000000,0.44000000,,,0.08,0.38,Low Value,0.3375
DB2,,A386,3/26/2015,17411.28724,10,10.04,0.07000000,0.44000000,,,0.07,0.38,Low Value,0.3375
DB2,E,A387,2/11/2015,17301.27196,10.2,10.22,0.00000000,0.36000000,,,Low Value,0.36,,0.3375
DB2,E,A462,12/1/2016,19452.19884,10.15,10.18,0.06000000,0.69000000,Low Value,,0.06,0.69,Low Value,0.3375
DB2,E,A478,11/28/2016,19385.93853,9.97,9.99,0.06000000,0.39000000,Low Value,,0.06,0.39,,0.3375
DB1,R,A536,2/26/2014,4612.847529,10.03,10.04,,0.4100000000,0.0400,0.0400,0.0400,0.0000,0.0000,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,0.0400,0.0400,0.0400,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,0.0400,0.0400,Low Value,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,0.0400,Low Value,0.0400,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,0.0400,Low Value,Low Value,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,Low Value,0.0400,0.0400,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,Low Value,0.0400,Low Value,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,Low Value,Low Value,0.0400,0.41,Low Value,0.3375
DB1,,A536,2/26/2014,4046.681092,10.03,10.04,,0.4100000000,Low Value,Low Value,Low Value,0.41,Low Value,0.3375
DB1,C,A596,12/1/2013,3833.3825,10.02,9.99,,0.5400000000,0.0400,0.0400,,0.54,Low Value,0.3375
DB1,C,A596,12/1/2013,3833.3825,10.02,9.99,,0.5400000000,0.0400,Low Value,,0.54,Low Value,0.3375
DB1,C,A596,12/1/2013,3833.3825,10.02,9.99,,0.5400000000,Low Value,0.0400,,0.54,Low Value,0.3375
DB1,C,A596,12/1/2013,3833.3825,10.02,9.99,,0.5400000000,Low Value,Low Value,,0.54,Low Value,0.3375
DB1,C,A600,12/5/2013,3668.250395,10.04,9.96,,0.5800000000,0.0400,0.0400,,0.50,Low Value,0.3375
DB1,C,A600,12/5/2013,3668.250395,10.04,9.96,,0.5800000000,0.0400,Low Value,,0.50,Low Value,0.3375
DB1,C,A600,12/5/2013,3668.250395,10.04,9.96,,0.5800000000,Low Value,0.0400,,0.50,Low Value,0.3375
DB1,C,A600,12/5/2013,3668.250395,10.04,9.96,,0.5800000000,Low Value,Low Value,,0.50,Low Value,0.3375
DB1,BB,A601,12/5/2013,3668.659881,10.07,10.01,,0.6700000000,0.0400,0.0400,,0.58,Low Value,0.3375
DB1,BB,A601,12/5/2013,3668.659881,10.07,10.01,,0.6700000000,0.0400,Low Value,,0.58,Low Value,0.3375
DB1,BB,A601,12/5/2013,3668.659881,10.07,10.01,,0.6700000000,Low Value,0.0400,,0.58,Low Value,0.3375
DB1,BB,A601,12/5/2013,3668.659881,10.07,10.01,,0.6700000000,Low Value,Low Value,,0.58,Low Value,0.3375
DB1,BB,A604,12/6/2013,3680.240149,10.01,10.07,,0.5800000000,0.0400,0.0400,,0.58,Low Value,0.3375
DB1,BB,A604,12/6/2013,3680.240149,10.01,10.07,,0.5800000000,0.0400,Low Value,,0.58,Low Value,0.3375
DB1,BB,A604,12/6/2013,3680.240149,10.01,10.07,,0.5800000000,Low Value,0.0400,,0.58,Low Value,0.3375
DB1,BB,A604,12/6/2013,3680.240149,10.01,10.07,,0.5800000000,Low Value,Low Value,,0.58,Low Value,0.3375
DB1,BB,A606,12/6/2013,3717.055681,10.11,10.16,,0.5800000000,0.0400,0.0400,,0.58,Low Value,0.3375
DB1,BB,A606,12/6/2013,3717.055681,10.11,10.16,,0.5800000000,0.0400,Low Value,,0.58,Low Value,0.3375
DB1,BB,A606,12/6/2013,3717.055681,10.11,10.16,,0.5800000000,Low Value,0.0400,,0.58,Low Value,0.3375
DB1,BB,A606,12/6/2013,3717.055681,10.11,10.16,,0.5800000000,Low Value,Low Value,,0.58,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,0.0400,0.0400,0.0600,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,0.0400,0.0400,0.06,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,0.0400,Low Value,0.0600,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,0.0400,Low Value,0.06,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,Low Value,0.0400,0.0600,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,Low Value,0.0400,0.06,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,Low Value,Low Value,0.0600,0.51,Low Value,0.3375
DB1,BB,A609,12/28/2013,3845.732601,10.02,10.05,0.0600000000,0.5100000000,Low Value,Low Value,0.06,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,0.0400,0.0400,0.0600,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,0.0400,0.0400,0.06,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,0.0400,Low Value,0.0600,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,0.0400,Low Value,0.06,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,Low Value,0.0400,0.0600,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,Low Value,0.0400,0.06,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,Low Value,Low Value,0.0600,0.51,Low Value,0.3375
DB1,BB,A611,12/29/2013,4030.088715,9.86,9.91,0.0600000000,0.5100000000,Low Value,Low Value,0.06,0.51,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,0.0400,0.0400,0.0600,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,0.0400,0.0400,0.06,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,0.0400,Low Value,0.0600,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,0.0400,Low Value,0.06,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,Low Value,0.0400,0.0600,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,Low Value,0.0400,0.06,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,Low Value,Low Value,0.0600,0.50,Low Value,0.3375
DB1,BB,A612,12/29/2013,3840.103532,10.02,10.06,0.0600000000,0.5000000000,Low Value,Low Value,0.06,0.50,Low Value,0.3375
DB2,E,A63,2/20/2016,18348.30069,10.005,9.964,0.05900000,0.51700000,,,0.06,0.52,,0.3375
DB1,C,A630,12/1/2013,4936.980366,10.02,9.99,,0.5400000000,0.0400,0.0400,,0.54,Low Value,0.3375
DB1,C,A630,12/1/2013,4936.980366,10.02,9.99,,0.5400000000,0.0400,Low Value,,0.54,Low Value,0.3375
DB1,C,A630,12/1/2013,4936.980366,10.02,9.99,,0.5400000000,Low Value,0.0400,,0.54,Low Value,0.3375
DB1,C,A630,12/1/2013,4936.980366,10.02,9.99,,0.5400000000,Low Value,Low Value,,0.54,Low Value,0.3375
DB2,E,A65,2/22/2016,18368.57298,9.949,9.958,0.06600000,0.72600000,,,0.07,0.73,,0.3375
DB2,E,A892,12/3/2014,16995.14014,10.23,10.19,0.00000000,0.58000000,Low Value,Low Value,Low Value,0.58,Low Value,0.3375
DB2,E,A894,1/5/2015,17079.25951,9.93,10.17,0.06000000,0.48000000,Low Value,Low Value,0.06,0.48,Low Value,0.3375
DB2,E,A896,1/8/2015,17095.68263,10.04,10.06,0.11000000,0.52000000,Low Value,Low Value,0.05,0.52,Low Value,0.3375
DB2,E,A899,1/9/2015,17110.75172,10.04,10,0.05000000,0.53000000,Low Value,Low Value,0.05,0.53,Low Value,0.3375
DB2,E,A903,2/5/2015,17218.43019,10.15,10.31,0.00000000,0.52000000,,,Low Value,0.52,,0.3375
DB2,E,A986,12/10/2016,19414.99566,9.74,10.19,0.09000000,0.91000000,,,0.09,0.91,Low Value,0.3375
DB2,E,A988,12/10/2016,19415.06118,9.8,9.99,0.08000000,0.86000000,,,0.08,0.86,Low Value,0.3375
DB1,Y,A1108,4/17/2014,4291.482818,10.02,10.12,,0.3500000000,,,Low Value,0.35,,0.325
DB1,Y,A1109,4/20/2014,4291.346322,10.15,10.03,,0.3600000000,,,Low Value,0.36,,0.325
DB1,BB,A163,12/16/2013,3693.594856,10.16,10.13,0.0700000000,0.4300000000,,,0.0700,0.43,,0.325
DB1,BB,A163,12/16/2013,3693.594856,10.16,10.13,0.0700000000,0.4300000000,,,0.07,0.43,,0.325
DB1,BB,A164,12/19/2013,3728.488534,10.13,10.05,0.0700000000,0.4300000000,,,0.0700,0.43,,0.325
DB1,BB,A164,12/19/2013,3728.488534,10.13,10.05,0.0700000000,0.4300000000,,,0.07,0.43,,0.325
DB1,BB,A172,1/4/2014,3791.320085,10.08,10.08,0.0500000000,0.4300000000,,,,0.38,,0.325
DB1,BB,A178,1/15/2014,3865.737363,9.95,10.06,0.0500000000,0.4700000000,,,0.0500,0.41,,0.325
