PID,Value,Year Built,Size
201336000,885782,1885,2920
201337000,784387,1885,2320
201338000,1081720,1850,2560
201339000,736008,1885,2300
201340000,805045,1885,2308
201341000,904754,1849,2740
201342000,848997,1840,2320
201343000,893792,1885,2404
201344010,1154341,1885,2760
201344020,0,2007,0
201344022,1040931,2007,2019
201344024,986966,2007,1900
201344026,987282,2007,1900
201344028,1032393,2007,2019
201350000,931947,1965,2656
201358010,0,1875,0
201358012,795138,1899,1653
201358014,648737,1899,1167
201358016,648842,1899,1167
201358018,1125356,1899,2454
201360000,633349,1870,1200
201361000,643046,1870,1228
201363000,0,1900,0
201363002,506342,1900,742
201363004,501599,1900,742
201363006,729474,1900,1246
201365000,781752,1870,2400
201366000,622493,1870,1200
201367000,680357,1870,1200
201370010,0,1900,0
201370012,477462,1900,821
201370014,319046,1900,407
201370016,492956,1900,991
201375000,808418,1974,2500
201383000,941117,1970,2402
201387000,1038612,1965,2458
201392000,913924,1885,3930
201393000,1058743,1880,3888
201394000,1010470,1880,3870
201395000,0,1880,0
201395002,514879,1880,1732
201395004,498015,1880,793
201395006,500018,1880,869
201396000,853846,1880,3480
201397010,1244669,2000,2688
201397020,1614096,1891,3543
201398000,1343112,1880,3552
201399000,0,1920,0
201399002,735692,1920,1450
201399004,663177,1920,1085
201399006,663177,1920,1085
201399008,20026,,
201399009,35836,,
201399010,35836,,
201399011,35836,,
201401000,914767,1970,2404
201403000,1014581,1970,2806
201404000,891157,1972,2500
201406000,0,1902,0
201406002,538805,1902,835
201406004,590662,1902,897
201406006,660331,1902,1058
201406008,20026,,
201406009,20026,,
201406010,20026,,
201407000,0,2013,0
201407002,1023856,2013,2031
201407004,1207568,2013,2251
201407005,20026,,
201407006,20026,,
201407007,20026,,
201407008,20026,,
201408000,917929,1971,2885
201410000,1290096,1970,5640
201410010,1173629,2016,3600
201415010,768261,1979,2914
201415020,0,2004,0
201415022,852581,2004,1539
201415024,509398,2004,749
201420010,0,2007,0
201420012,666444,2007,1154
201420014,794295,2007,1550
201420020,970629,2007,2760
201420030,846889,2007,1896
201426000,499491,1885,1214
201427000,871869,1899,4944
201428000,614798,1885,2478
201430000,779222,1885,2076
201431000,706918,1885,2354
201435000,0,2004,0
201435002,591189,2004,1139
201435004,584970,2004,1108
201440000,1237923,1899,4600
201441000,861645,1965,2840
201441010,868180,1993,3590
201446000,773742,1999,2466
201448000,907879,2011,2430
201451000,651056,1885,1845
201452010,0,1999,0
201452012,493272,1900,870
201452014,501915,1900,897
201452016,536486,1900,949
201454000,839300,1885,3976
201456000,655904,1885,3888
201457000,803359,1885,4252
201458000,843833,1868,3980
201459000,799006,1865,3696
201460000,0,1999,0
201460002,477884,1935,713
201460004,482100,1935,694
201460006,509609,1935,765
201460008,444683,1935,641
201460010,479781,1935,717
201460012,390191,1935,523
201460014,411903,1935,644
201460016,442364,1935,717
201460018,361206,1935,523
201463000,0,1999,0
201463002,502547,1870,860
201463004,604996,1870,1006
201464000,0,1900,0
201464002,568317,1900,972
201464004,757932,1900,1300
201466000,0,1998,0
201466002,971893,1998,2233
201466004,844080,1998,2225
201466006,904543,1998,2225
201466008,965148,1998,2233
201466010,940906,1998,2235
201466012,940168,1998,2233
201466014,799670,1998,2066
201466016,799670,1998,2066
201466018,957665,1998,2233
201466020,962935,1998,2233
201466022,835780,1998,2233
201466024,926466,1998,2233
201466026,926466,1998,2233
201466028,849171,1998,2233
201470000,1492570,1992,4664
201472000,1480343,2016,4515
201473000,817166,1885,1876
201476000,611847,1880,1984
201477000,823490,1880,2424
201478000,0,1880,0
201478002,830658,1880,1565
201478004,963778,1880,1914
201484010,1032288,2012,1932
201484020,1002249,2012,1860
201484030,1036820,2012,1950
201485000,974845,1970,2423
201487010,0,1885,0
201487012,741595,1885,1205
201487014,698275,1885,1205
201490000,0,1999,0
201490002,513509,1900,943
201490004,507501,1900,880
201490006,576960,1900,1042
201491000,513931,1880,1494
201492000,617433,1880,1512
201493000,666761,1900,1512
201494000,629976,1880,1428
201495000,625971,1880,1672
201496000,664915,1899,3876
201497000,649349,1899,3754
201498000,804097,1890,3684
201499000,785546,1890,3492
201500000,761093,1899,3604
201501000,797351,1890,3384
201502000,685733,1890,3940
201503000,0,1970,9936
201505000,0,1899,13508
201506000,899273,1890,2472
201508000,994133,1987,4978
201510000,731687,1890,3750
201511000,925201,1976,2529
201513000,0,1999,0
201513002,355093,1988,662
201513004,356463,1988,666
201513006,400415,1988,554
201513008,434248,1988,673
201513010,480624,1988,812
201513012,437199,1988,654
201513014,570741,1988,1135
201513016,463971,1988,705
201513018,510452,1988,836
201513020,496645,1988,806
201513022,692900,1988,1291
201513024,567052,1988,1035
201513026,651478,1988,1066
201513028,615431,1988,1067
201513030,599199,1988,1219
201513032,557355,1988,1225
201513034,590240,1988,1179
201513036,536908,1988,1029
201513038,533956,1988,973
201513040,409901,1988,667
201513042,523733,1988,974
201513044,419598,1988,663
201513046,514141,1988,970
201513048,559885,1988,965
201513050,577487,1988,1317
201513052,559042,1988,1241
201513054,666866,1988,1261
201513056,564944,1988,1285
201518000,957770,1970,3073
201518001,715244,1970,2009
201520000,906229,1980,2370
201523000,988757,2001,1944
201524000,0,1880,0
201524002,496961,1880,745
201524004,492323,1880,741
201524006,571057,1880,902
201525010,0,2007,0
201525012,531532,2007,850
201525014,625865,2007,850
201525020,1189755,1988,4961
201528000,672136,1880,1920
201529000,787971,1880,2240
201530000,855321,1880,2160
201531000,963883,1880,2270
201532000,956821,1880,1710
201533000,886414,1880,2652
201534000,926593,1880,2400
201535000,932685,1880,2680
201536000,892949,1880,3300
201537000,0,1999,0
201537002,518674,1880,1045
201537004,566631,1880,1150
201538000,833082,1880,2640
201539000,0,1899,9160
201539000,0,1920,264
201540000,0,1899,23184
201540001,668750,,
201547000,1011966,1883,3530
201550000,0,1900,0
201550002,558198,1900,810
201550004,676668,1900,1066
201551000,871553,1969,2186
201552000,1001089,1971,2912
201553010,1056530,2004,2357
201554010,1043460,2004,2357
201554020,1044725,2004,2357
201555010,1056424,2004,2357
201556000,0,1900,0
201556000,0,2004,0
201556002,411060,1900,600
201556004,470822,1900,690
201556006,480519,2004,690
201556008,704810,2004,1711
201557000,0,1900,0
201557002,422654,1900,625
201557004,546710,1900,885
201557006,496118,1900,810
201558000,1392545,2008,3760
201559010,859748,1885,3544
201560010,0,1999,0
201560012,475249,1989,638
201560014,481046,1989,638
201560016,452588,1989,638
201562010,0,1981,0
201562012,465341,1981,773
201562014,623230,1981,955
201562016,711450,1981,1164
201562020,0,2002,0
201562022,825493,2002,1495
201562024,822436,2002,1495
201566010,1071075,2009,2416
201566020,1125567,2009,2380
201566030,1130310,2009,2380
201566040,1145382,2009,2380
201571010,1106806,1890,3402
201572000,768682,1870,3067
201574010,0,2000,0
201574012,670449,2000,1264
201574014,590662,2000,937
201574020,0,1973,0
201574022,431192,1973,609
201574024,1044620,1973,2585
201576000,1186172,1997,3006
201578000,0,1885,0
201578002,580754,1885,932
201578004,619014,1885,1008
201579000,0,1880,0
201579002,637038,2017,1230
201579004,733057,2017,1378
201580000,0,1880,0
201580002,408636,1880,602
201580004,719144,1880,1340
201581000,0,1880,0
201581002,385342,1880,611
201581004,699961,1880,1406
201582000,0,1885,0
201582002,822753,1885,1687
201582004,942908,1885,1893
201583000,658434,1896,4054
201584000,1034923,1899,4773
201584001,845624,1880,2040
201585000,900748,1890,3180
201586000,0,1999,0
201586002,633033,1870,953
201586004,678881,1870,1045
201586006,905913,1870,1592
201587000,0,1999,0
201587002,815585,1860,1543
201587004,639251,1860,961
201587006,876612,1860,1615
201588000,0,1999,0
201588002,524681,1858,1121
201588004,455117,1858,775
201588006,690792,1858,1272
201589000,1311914,1870,4338
201590000,0,1875,0
201590002,708604,1875,1475
201590004,757721,1875,1540
201591000,0,1875,0
201591002,739592,1875,1431
201591004,1025542,1875,1931
201595000,675298,1850,1600
201596000,679303,1850,1627
201597000,600359,1847,1608
201598000,0,1920,0
201598004,522257,1920,936
201598006,523417,1920,936
201599000,1304527,2016,2701
201600000,1281190,2016,2181
201602010,0,2002,0
201602012,635035,2002,1279
201602014,816850,2002,1717
201604010,0,1991,0
201604012,494010,1991,823
201604014,451850,1991,946
201604016,542599,1991,1012
201604020,744967,1980,2540
201608000,759512,1981,2934
201609000,798721,1981,2934
201612000,1484260,2016,2832
201615000,990022,2011,2007
201616000,941960,1880,2116
201617000,0,1880,0
201617002,325054,1880,440
201617004,315568,1880,419
201617006,384710,1880,553
201618010,839933,2003,2762
201619010,883568,1865,2154
201621000,667498,1865,1728
201622000,1146963,1865,3192
201623000,723677,1865,1900
201624000,777325,1865,1900
201625000,972421,1865,1924
201626000,855637,1865,1900
201627000,794716,1865,1920
201629000,815585,1870,2376
201630000,970523,1870,2556
201631000,0,1875,0
201631002,715982,1875,1746
201631004,626392,1875,1135
201632000,955030,1870,3105
201633000,966940,1870,5012
201633001,895373,1880,3729
201633002,762569,1880,1567
201633003,792292,1900,2043
201633004,0,1999,0
201633008,312406,1880,525
201633010,359625,1880,585
201633012,327162,1880,596
201634000,897903,1880,2464
201635000,700278,1880,2464
201636000,1003408,1880,2464
201638000,767523,1830,3604
201639000,0,1870,0
201639002,659382,2014,1245
201639004,821698,2014,1516
201643000,851000,1850,2556
201645000,507396,1850,1548
201646000,816534,1830,2718
201647000,0,1999,0
201647002,316306,1899,648
201647004,389664,1899,594
201647006,715877,1899,1444
201648000,881777,1870,3280
201649000,0,1875,0
201649002,643573,1875,1311
201649004,341601,1875,528
201651000,954924,1870,3264
201652000,681833,1880,2044
201653000,755507,1920,2200
201654000,1155922,1875,3116
201655000,0,1900,0
201655010,524260,1900,774
201655012,536065,1900,786
201655014,593191,1900,880
201655100,0,1999,0
201655102,477251,1870,1012
201655104,384816,1870,580
201655106,602888,1870,1125
201655108,731687,1870,1260
201655200,0,1999,0
201655202,415276,1899,732
201655204,415276,1899,732
201655206,505815,1900,1193
201656000,1131891,1890,4258
201657000,0,1875,0
201657002,546183,1875,1247
201657004,633770,1875,1218
201658000,0,1999,0
201658002,601202,1987,1220
201658004,690792,1987,1220
201659000,0,1999,0
201659002,527843,1920,1240
201659004,599937,1920,1240
201660000,0,1999,0
201660002,454590,1920,1015
201660004,689105,1920,1260
201661010,0,1965,0
201661012,410143,1965,764
201661014,565081,1965,903
201661016,996873,1965,1906
201661020,913080,1970,2624
201661030,960194,1971,2441
201661040,980747,1971,2840
201662000,0,1920,0
201662000,0,1920,0
201662002,493167,1987,836
201662004,463760,1987,847
201662006,500650,1987,950
201662008,508450,1987,1246
201662010,430664,1920,658
201662012,467976,1987,890
201664010,1113562,1875,6610
201666000,1642765,1880,5012
201667000,1074764,1898,2316
201672000,852159,1870,3920
201673000,776693,1875,2520
201674000,548412,1875,2984
201675000,760040,1875,3096
201676000,859010,1875,2948
201680000,1006992,1971,4332
201683000,845835,1875,3541
201684000,0,1875,0
201684002,399993,2001,640
201684004,728209,2001,1510
201686000,788287,1875,2488
201687000,843938,1885,3653
201688000,1004146,1885,2264
201689000,0,1885,0
201689002,470822,1885,708
201689004,734322,1885,1570
201690000,1047992,2001,2952
201691000,825282,1972,2404
201692000,1116397,2016,3902
201692010,1130520,2016,2826
201694000,716509,1885,2000
201695000,650529,1885,1740
201696000,0,1885,0
201696002,500545,1885,763
201696004,603942,1885,1002
201697000,554720,1850,2180
201699000,834557,1982,2116
201700000,730633,1860,1914
201702000,497500,1989,832
201703000,769947,1890,2044
201704000,907810,1890,1680
201705000,519833,1885,1628
201706000,562836,1890,2721
201708000,645891,1880,3404
201710000,1167937,2002,5006
201711000,892422,1910,2124
201712000,723993,1910,3402
201713000,830341,1910,2980
201714000,945965,1910,2978
201715000,0,1910,0
201715002,630608,1910,978
201715004,711276,1910,1227
201716000,886203,1899,3519
201717000,942276,1900,4445
201718000,835190,1885,2554
201719000,711450,1885,2579
201720000,0,1999,0
201720002,420862,1880,655
201720004,501493,1880,925
201720006,601834,1880,1075
201721000,0,1875,0
201721002,450585,1875,696
201721004,432140,1875,654
201721006,350771,1875,478
201722000,1501950,1875,5447
201723000,0,1999,0
201723002,386397,1900,700
201723004,400836,1900,738
201723006,545445,1900,1050
201724000,0,1999,0
201724002,631451,1900,1341
201724004,611425,1900,1013
201724006,501072,1900,825
201724008,700278,1900,1372
201724010,543548,1900,1062
201725000,0,1890,0
201725010,555142,1890,1075
201725012,560517,1890,1146
201725014,510452,1890,787
201725016,486843,1890,737
201726000,642624,1870,1764
201727000,750132,1870,2352
201728000,793030,1899,3264
201729000,0,1885,0
201729002,444999,1885,715
201729004,477462,1885,786
201729006,406106,1885,601
201730000,783017,1885,3276
201731000,942276,1870,3210
201732000,0,2007,0
201732002,618066,1875,1029
201732004,377121,1875,490
201732006,654745,1875,974
201733000,923831,1885,3556
201734000,0,1999,0
201734002,651372,1870,1162
201734004,475881,1870,664
201734006,551242,1870,966
201735000,951130,1875,2664
201736000,807153,1885,3360
201737000,829709,1885,3228
201738000,627130,1885,1857
201739000,591294,1885,2164
201740000,937849,1875,2356
201741000,662334,1870,2426
201742000,621755,1875,3012
201743000,0,1875,0
201743012,465657,1875,1145
201743014,686365,1875,1393
201744000,603942,1860,2584
201746000,579384,1990,2184
201747000,869656,1875,2491
201748000,805889,1875,2373
201749000,723571,1885,3108
201750000,664336,1885,3110
201752010,0,2006,0
201752012,371008,2006,1054
201752014,392404,2006,1144
201752016,392404,2006,1125
201754000,894698,1900,3984
201755000,0,1885,0
201755002,298703,1885,438
201755004,502442,1885,922
201756000,515617,1840,1656
201757000,638830,1860,1760
201758000,636827,1860,1660
201759000,555669,1865,1476
201760000,665074,1875,1275
201761000,718828,1875,2550
201763000,475987,1870,1350
201764000,577697,1870,1350
201765000,581492,1870,1275
201766000,541440,1971,1276
201767000,936795,1885,2584
201768000,848681,1930,4537
201771000,536486,1900,4115
201772000,0,1885,0
201772002,455223,1885,637
201772004,490637,1885,678
201772006,739065,1885,1227
201773000,0,1885,0
201773002,871658,2013,1565
201773004,1100376,2013,1930
201774000,0,1875,0
201774002,594245,1875,871
201774004,593824,1875,915
201774006,429611,1875,588
201775000,807153,1860,2112
201776000,751607,1860,3832
201777000,804835,1875,1687
201778000,710502,1875,2548
201779000,871869,1860,2308
201780000,803675,1860,2128
201781000,751502,1860,3472
201782000,836349,1860,3800
201783000,851632,1920,2880
201784000,998665,1890,2990
201785000,0,1999,0
201785002,387450,1890,605
201785004,648632,1890,1188
201787000,1133950,,1
201788000,20581775,1920,600
201788000,20581775,2000,200
201790000,84940,,0
201796000,12821693,1936,1
201797001,13220910,1950,12557
201797001,13220910,2011,43944
201797001,13220910,1970,20720
201797001,13220910,1990,49564
201798000,1217090,,
201799000,20871660,1899,181379
201804000,49490135,1920,299120
201806000,5399583,1899,37636
201806001,392815,1899,2519
201806002,1020198,1899,25725
201820000,0,1969,18007
201820001,3446250,,
201825000,0,1970,12470
201829000,216020000,1928,613125
201831000,0,1899,23400
201832000,11557000,1930,2100
201833000,882500,1980,3180
201834050,0,2009,71820
201838000,4127500,1910,24542
201844000,3892500,1920,28750
201845000,1863750,1920,12608
201851000,601059,1920,3062
201852000,2493514,1899,8086
201852000,2493514,1899,2278
201852001,3808750,1970,18190
201852002,810000,1940,4142
201852010,2627500,1900,10546
201853000,951608,1899,5782
201854000,379862,1890,2206
201864000,2658810,1899,47384
201868000,0,1899,91160
201871000,0,1899,42000
201877003,128750,,
201887000,998750,1978,2540
201889000,1197449,2014,4356
201890000,650529,1885,5271
201892000,1377262,2014,4852
201893000,1373889,2014,4852
201894000,891684,1899,6459
201897000,768471,2015,2319
201898000,761515,2015,2319
201899000,514352,1885,2586
201900000,404631,1880,1484
201902000,382602,1865,1963
201903010,522257,1991,2000
201912010,44864037,2007,225840
201921000,1227500,1950,4136
201922000,0,1999,0
201922004,436145,1900,1012
201922006,439097,1900,1025
201923000,6323750,1950,15248
201924002,256250,,
201930001,1951250,,
202012000,0,1999,0
202012002,542705,1875,1240
202012004,398728,1875,700
202012006,381021,1875,678
202013000,501072,1870,3383
202014000,472192,1870,3181
202015000,1907500,1980,5220
202016000,721568,1930,4848
202017000,0,1890,0
202017002,511612,1890,961
202017004,513193,1890,957
202017006,527738,1890,905
202018000,0,1885,0
202018002,537435,1885,950
202018004,490532,1885,936
202018006,559463,2006,1037
202019000,478094,1885,2802
202020000,518568,1885,3824
202021000,448793,1880,2214
202022000,495486,1885,2964
202023000,0,1885,0
202023002,638197,2017,1262
202023004,726628,2017,1333
202024000,429505,1885,2840
202025000,442575,1885,2760
202026000,0,1885,0
202026002,587921,2017,1078
202026004,408952,2017,571
202026006,438675,2017,637
202027000,659066,1885,4637
202031000,0,2011,0
202031002,569371,2011,1838
202031004,569476,1900,1838
202032000,412641,1880,2250
202033000,352985,1890,2162
202034000,592348,1900,2224
202040000,627973,1885,4971
202041000,458174,1900,3570
202042000,458701,1885,4050
202043000,525314,1885,4397
202044000,626392,2004,3824
202045000,558199,1885,4450
202046000,602677,1880,4584
202047000,598567,1885,4792
202048000,500650,1885,3399
202049000,0,2012,0
202049002,871342,2012,1591
202049004,806099,2012,1491
202049006,868707,2012,1591
202050000,492218,1890,3925
202053000,2328750,1978,3048
202057000,0,1900,0
202057002,527738,1900,1115
202057004,552217,1900,1311
202057006,370376,1900,610
202057008,377648,1900,628
202057010,625022,1900,1277
202057012,627341,1900,1285
202058000,459439,1865,3640
202059000,579068,1865,3084
202060000,484840,1870,3567
202061000,531111,1870,3120
202062000,720304,1870,4178
202063000,509715,1860,3510
202064000,574536,1860,3553
202065000,467765,1875,2988
202066000,447002,1875,2868
202067000,658645,1835,3672
202068000,0,1838,0
202068002,671609,2016,1674
202068004,678038,2016,1408
202069000,965780,1890,5832
202070000,656221,1890,4488
202071000,516566,1850,2975
202072000,503285,1850,3011
202073000,499596,1844,2519
202075000,599515,1890,4614
202076000,461758,1885,3117
202077000,504866,1885,2811
202078000,620859,1900,3269
202079000,685311,1900,3480
202080000,0,1900,0
202080002,532903,1900,940
202080004,542599,1900,960
202080006,389242,1900,600
202081000,635457,1900,2824
202082000,0,1899,0
202082002,423603,1899,941
202082004,616801,1899,1838
202083000,584232,1900,4260
202084000,0,1875,0
202084002,522995,1875,1002
202084004,505499,1875,912
202084006,465130,1875,1012
202085000,596986,1875,3274
202086000,557039,1875,3224
202087000,0,1890,0
202087002,583916,1890,1064
202087004,604996,1890,1029
202087006,556723,1890,978
202088000,398728,1870,2120
202089000,506974,1875,2200
202090000,420652,1875,2200
202091000,0,2006,0
202091002,663493,2006,1802
202091004,663704,2006,1800
202093000,378808,1900,2328
202095000,1460844,1900,6400
202095001,0,2011,11064
202095002,754770,2011,1932
202095004,688051,2011,1735
202095006,677301,2011,1676
202095008,673928,2011,1676
202095010,667604,2011,1668
202095012,664758,2011,1655
202095014,31198,2011,
202095016,31198,2011,
202095018,31198,2011,
202095020,31198,2011,
202095022,31198,2011,
202095024,31198,2011,
202095026,31198,2011,
202095028,31198,2011,
202095030,31198,2011,
202096000,3602750,2000,1431
202097000,2835750,1965,5102
202097000,2835750,1975,2920
202102000,1252500,1922,4400
202103000,1686250,1899,7524
202104000,4462500,1920,25276
202107000,1539579,1899,6000
202122000,1668750,1977,3000
202122000,1668750,1960,1400
202125000,42692500,1930,90400
202126000,5965000,1925,22020
202127000,3320123,1920,62970
202128001,4068315,1903,39550
202129006,2431250,,
202135000,406850,1960,3385
202136000,356900,,1
202138000,11232500,1955,39754
202139000,10333750,1983,25642
202140001,256250,,
202148000,0,1899,3504
202150000,14238750,1930,22551
202153000,1392500,1920,6160
202154000,4321250,1899,27284
202155000,4056250,1899,14400
202156001,7470220,1910,29548
202158000,6157276,1900,14991
202158000,6157276,1980,4884
202160000,13740295,1930,50080
202160000,13740295,2018,129715
202161000,188065000,1920,526151
202162025,0,1920,2170
202162025,0,1920,5500
202162025,0,1920,18600
202162030,8713750,1997,27860
202162035,3399648,1978,5650
202162070,22900000,1954,32224
202162080,7002190,1965,65800
202162085,15877885,1954,53525
202162090,21426250,1960,71004
202162095,11758020,1965,82706
202164000,4160000,1970,9600
202164050,6307500,1989,16212
202164080,4018750,1989,12000
202164100,0,2015,104000
202170000,0,1973,203509
202178003,6813750,,
202179051,2431250,,
202180001,2431250,,
202190055,1865750,,
202190075,1425250,,
202210000,47676250,1975,19007
202210000,47676250,1975,46457
202210000,47676250,1975,6300
202210000,47676250,1975,4847
202315000,2430888,1900,3300
202315000,2430888,1900,3300
202315000,2430888,1968,29070
202318000,713137,1880,2671
202319000,701015,1880,2312
202320000,701964,1880,2384
202321000,709553,1880,2288
202323000,624600,1870,2940
202324000,817588,1870,3259
202336000,2738721,1899,9133
202350000,3689000,2004,45106
202360000,41578587,1965,1697
202360000,41578587,2012,139891
202370000,5824058,1968,43224
202370000,5824058,1968,13500
202370000,5824058,1968,14256
202370000,5824058,1968,6120
202375000,390495,1899,1
202376000,304956,1910,9764
202377002,530000,1899,0
202377004,549977,2015,1117
202377006,658434,2015,1252
202390000,4027809,1968,31059
202390000,4027809,1968,60060
202390000,4027809,1968,20202
202390000,4027809,1968,31059
202400000,4094252,1968,39405
202400000,4094252,1968,10610
202400000,4094252,1968,35335
202450000,3335885,1968,11275
202450000,3335885,1968,37555
202450000,3335885,1968,35557
202490000,3200710,1968,9435
202490000,3200710,1968,11085
202501000,855637,1870,3306
202502000,763202,1870,2400
202503000,775533,1870,2466
202504000,621755,1870,2390
202505000,1043460,1903,2538
202506000,655694,1870,2428
202507000,635246,1870,2211
202508000,685205,1870,2398
202509000,880196,1870,2775
202510000,885255,1875,2350
202512000,737589,1870,2016
202513000,725258,1870,2256
202514000,597407,1875,2256
202515000,720409,1970,2016
202516000,836771,1870,3378
202517000,1062116,1875,3292
202518000,962534,1870,3128
202520000,852686,1976,2320
202521000,732003,1875,1944
202522000,635035,1912,1800
202523000,626182,1865,1867
202524000,749394,1895,1864
202525000,0,1979,11121
202538000,932685,1870,3666
202539000,911394,1870,3098
202540000,606577,1870,3128
202541000,802832,1870,3220
202542000,0,1880,0
202542002,835928,1885,1586
202542004,595194,1885,857
202544000,0,1999,0
202544002,261287,1899,465
202544004,361417,1899,640
202544006,409374,1899,740
202544008,332115,1899,560
202545000,779749,1870,3512
202546000,1034290,1870,3196
202547000,793557,1870,3362
202548000,1232126,1899,3216
202549000,0,1912,0
202549002,336542,1900,658
202549004,338229,1900,698
202549006,385132,1900,719
202549008,289476,1900,580
202549010,473984,1900,1001
202549012,415276,1900,753
202549014,486679,1900,933
202549016,564101,1900,1014
202549018,583811,1900,1169
202549020,571057,1900,1031
202549022,665285,1900,1494
202549024,579489,1900,1406
202549026,519833,1900,1095
202549028,496223,1900,815
202549030,535643,1900,1003
202549032,482627,1900,854
202549034,454696,1900,828
202549036,465447,1900,859
202549038,420968,1900,770
202552000,842989,1875,2538
202553000,0,1875,0
202553002,356779,1875,547
202553004,723360,1875,1528
202554000,889155,1850,3498
202555000,950392,1890,3816
202556000,907494,1860,2466
202557000,0,1999,0
202557002,528792,1860,1039
202557004,602572,1860,1134
202558000,654113,1875,2400
202559000,677933,1860,2484
202560000,692584,1875,2300
202565000,0,1899,36600
202570000,1943283,1989,8381
202572000,7501845,2015,26200
202574000,716509,1875,2093
202575000,436989,1922,1818
202576000,565998,1922,1848
202577000,544497,1922,1872
202578000,623863,1922,1923
202598000,4133310,1910,14028
202598000,4133310,1920,2835
202599000,1182500,1920,2950
202600000,1603598,1970,6260
202620040,563574,1987,1090
202620060,322208,1989,1065
202620080,636089,1989,1536
202620100,322208,1989,1434
202620120,625549,1989,1476
202620140,643151,1989,1944
202620160,676457,1989,1952
202620180,602677,1989,1584
202620220,376278,1989,2052
202620240,670977,1988,2052
202620260,0,1989,0
202620262,382391,1989,644
202620264,491375,1989,808
202620280,634930,1989,2138
202620300,0,1989,0
202620302,373538,1989,638
202620304,495275,1989,792
202620320,322208,1989,1434
202620340,629871,1989,1902
202620360,698380,1989,2067
202620380,271616,1989,984
202620400,372273,1989,1554
202620420,598145,1989,2268
202620600,619225,1989,1434
202620620,370903,1989,1504
202620640,322208,1989,1504
202620660,646208,1987,1629
202620680,635773,1989,1504
202620700,273513,1989,1404
202620720,322208,1989,1434
202624000,0,1990,960
202635000,2335000,1986,4804
202636000,7147500,1899,20648
202641000,1357028,1930,9668
202642000,322003,1899,2400
202643000,327220,1899,2400
202644010,0,2008,11394
202644020,0,2008,28350
202671000,0,1900,13860
202734000,20069709,1975,22680
202734000,20069709,2000,11928
202734000,20069709,1975,17472
202734000,20069709,1975,14800
202736000,0,1978,51868
202740000,14734450,1975,9984
202740000,14734450,1975,23625
202740000,14734450,1975,17280
202740000,14734450,1975,19125
202740000,14734450,1975,9675
202740000,14734450,1975,26268
202745000,8291630,1975,11136
202745000,8291630,1975,11136
202745000,8291630,1975,7872
202745000,8291630,1975,10368
202745000,8291630,1975,9984
202745000,8291630,1975,8352
202745000,8291630,1975,11136
202745000,8291630,1975,11136
202745000,8291630,1975,17280
202745000,8291630,1975,6816
202750000,38263895,1910,134064
202751000,59368788,1920,200850
202751000,59368788,1920,266814
202753001,7505000,2014,29800
202754000,0,2014,141056
202755000,12779460,1930,157074
202755000,12779460,1964,30824
202755000,12779460,2014,9600
202755000,12779460,2016,9900
202755003,3467978,,1
202755017,55875000,,
202755019,180000,,
202755021,15681250,,
202756003,3880000,,
202756004,19281250,,
202760000,954608,1870,2828
202761000,909813,1870,2868
202762000,1284404,1860,4999
202763000,0,1999,0
202763002,598567,1897,771
202763004,774901,1875,887
202763006,835506,1975,1267
202764000,0,1890,0
202764002,624073,1890,868
202764004,658750,1890,1038
202764006,544918,1890,660
202765000,1325721,1849,3818
202766000,1534519,1849,4212
202767000,0,1860,0
202767002,779433,1875,910
202767004,725047,1875,1050
202767006,663915,1875,765
202768000,0,1875,0
202768002,912764,2013,1310
202768004,1228753,2013,1430
202769000,1647191,1849,3982
202770000,0,1875,0
202770006,916980,1875,1356
202770008,1162246,1875,1635
202771000,1423638,1846,4460
202772000,0,1875,0
202772002,1276394,1875,1730
202772004,529530,1875,744
202773000,0,1999,0
202773002,596670,1880,1132
202773004,816745,1880,1306
202774000,1427538,1870,2668
202775000,0,1999,0
202775004,671082,1880,1209
202775006,523206,1880,741
202775008,833609,1880,1453
202776000,1704318,1899,3914
202777000,0,1999,0
202777002,371114,1900,630
202777004,654745,1900,758
202777006,732952,1900,1078
202778000,1390542,1850,5810
202779000,1319819,1880,3522
202780000,1992166,1880,4664
202781000,709764,1880,1836
202782000,1217897,1880,2669
202783000,993606,1880,1748
202784000,1046833,1880,2896
202785000,1379581,1850,2852
202786000,1648245,1870,3102
202787000,1961389,1840,4892
202788000,0,1875,0
202788002,753505,1875,1105
202788004,879985,1875,1264
202788006,1043249,1875,1332
202789000,1928715,1880,4256
202790000,1154446,1865,4648
202791000,2186418,1899,5848
202792000,1900889,1900,6485
202793000,1978885,1900,8150
202794000,0,1900,0
202794002,1574676,1900,2238
202794004,518884,1900,680
202794006,434670,1900,559
202794008,491059,1900,715
202794010,497277,1900,719
202795000,0,1998,0
202795002,625865,1998,940
202795004,560096,1998,758
202795006,584654,1998,751
202795008,618171,1998,794
202796000,2719320,1899,6955
202797000,0,1999,0
202797002,665917,1895,1154
202797004,494221,1895,756
202797006,543970,1895,731
202797008,645154,1895,858
202798000,0,1999,0
202798002,612058,1900,1067
202798004,614587,1900,873
202798006,612480,1900,868
202798008,822963,1900,892
202799000,1606296,1900,6375
202800000,0,1999,0
202800002,867548,1880,1455
202800004,1113235,1880,1605
202800006,872396,1880,1266
202801000,1521871,1880,2990
202802000,0,1880,0
202802002,488424,1880,817
202802004,481889,1880,811
202802006,462179,1880,811
202803000,1061589,1880,4024
202804000,983909,1880,3072
