PID,Value,Year Built,Size
104671000,0,2016,0
104671002,765731,2017,1603
104671004,740751,2017,1146
104671006,705864,2017,1052
104671008,932896,2017,1435
104671010,735165,2017,1040
104671012,738643,2017,1068
104671013,10962,,
104671014,10962,,
104671015,10962,,
104671016,10962,,
104671017,10962,,
104671018,10962,,
104675000,0,2013,0
104675002,496013,2013,1174
104675004,635351,2013,1217
104675006,603099,2013,1212
104675008,634403,2013,1232
104675010,621860,2013,1193
104675012,627552,2013,1229
104675014,592559,2013,1105
104675016,562625,2013,1105
104675018,599937,2013,1216
104682000,0,1900,0
104682002,408847,1900,1082
104682004,444894,1900,1317
104684000,634297,1900,4608
104685000,712610,1889,5212
104686000,1321716,1930,5837
104687000,0,1890,0
104687002,362682,1890,848
104687004,350034,1890,846
104687006,320521,1890,661
104688000,838773,1889,3182
104689000,577171,1885,3591
104690000,806732,1885,4089
104691000,0,1885,0
104691002,471981,1885,1080
104691004,507501,1885,1692
104692000,782279,1885,4141
104693000,900643,1890,4584
104694000,0,1885,0
104694000,0,1900,0
104694002,345607,1900,654
104694004,554404,1900,1544
104694006,431719,1885,1101
104695000,936163,1844,6116
104697000,826547,1895,5188
104698000,741068,1895,6102
104700000,870288,1895,4695
104701000,1060324,1830,5052
104702000,839827,1830,4929
104703000,0,1830,0
104703002,361733,1830,949
104703004,454485,1830,1679
104704000,484524,1838,3272
104705000,563679,1838,2884
104706010,0,1999,0
104706010,0,1999,0
104706012,434037,1895,1237
104706014,297966,1895,555
104706016,413379,1895,910
104706018,261603,1895,599
104706020,412536,1895,905
104706022,550399,1895,1364
104708000,0,1885,0
104708002,588870,1885,1684
104708004,698802,1885,1757
104708006,594035,1885,1684
104708008,698802,1885,1757
104710000,756245,1895,4728
104711000,0,1895,0
104711008,408636,2015,1033
104711010,378808,2015,1004
104711012,416646,2015,1125
104712000,0,1976,7524
104713000,715877,1900,4098
104714000,0,1890,0
104714002,366897,1890,1415
104714004,383129,1890,848
104714006,391667,1890,967
104715000,413801,1930,2704
104716000,347609,1880,2136
104717000,678038,1860,3249
104718000,692162,1895,3795
104719000,655799,1895,2900
104720000,767839,1920,4481
104721000,684995,1895,3792
104722000,641991,1895,3792
104723000,0,1895,0
104723002,330008,1895,650
104723004,330640,1895,700
104723006,363419,1895,750
104725000,0,1999,0
104725002,392931,1899,900
104725004,398623,1899,890
104725006,406001,1899,930
104725008,435829,1899,945
104725010,194358,1899,415
104726000,946597,1910,5636
104727000,0,1910,0
104727002,673085,1910,1683
104727004,424340,1910,1010
104727006,646735,1910,1594
104728000,914872,1910,5492
104729000,840232,1910,4738
104730000,0,1910,0
104730002,536170,1910,1787
104730004,446369,1910,900
104730006,401152,1910,710
104731000,952394,1833,3863
104732000,748867,1875,3706
104733000,963462,1910,6026
104734000,950392,1910,4170
104735000,721358,1910,4722
104736000,718407,1910,4188
104737000,756350,1910,4104
104738000,911710,1910,3820
104739000,921302,1910,3900
104740000,792714,1910,4568
104741000,841514,1910,4517
104742000,983909,1920,4991
104743000,367108,1910,1904
104744000,526789,1910,1792
104745000,472719,1904,2016
104746000,607420,1910,2016
104748000,229667,1910,2230
104749000,229034,1910,2230
104750000,706496,1900,3491
104751000,0,1901,0
104751002,495802,2017,1195
104751004,517830,2017,1318
104752000,0,1910,0
104752001,615958,1910,2847
104752002,349296,1910,1008
104752004,416225,1910,1002
104752006,418122,1910,1012
104753000,556407,1860,1900
104755000,268453,1910,1862
104756000,637775,1910,2524
104757000,529951,1910,2542
104758000,475881,1910,2542
104759000,797984,1900,4408
104759001,695324,1900,4378
104760000,300496,1910,1930
104761000,551031,1910,2217
104762000,469452,1900,2117
104763000,652531,1910,2700
104764000,553666,1910,2882
104765000,1322243,1920,6066
104766000,519727,1910,2188
104767000,445631,1910,2444
104768000,457647,1910,1476
104770000,278045,1900,1592
104771000,383340,1900,1504
104773000,661807,1900,3460
104774000,1008678,1920,5384
104775000,375751,1910,2316
104776000,658539,1910,3120
104781000,440256,1899,1683
104782000,493483,1899,1921
104785000,1984541,1905,17610
104786000,0,1910,0
104786002,435408,1910,1545
104786004,387661,1910,910
104786006,501283,1910,1470
104786008,469557,1910,1780
104786010,456719,1910,870
104786012,468187,1910,1385
104786014,385343,1910,870
104786016,497927,1910,1065
104788000,859537,1899,4029
104789000,695113,1899,4224
104790000,903805,1880,4246
104791000,0,1999,0
104791002,223132,1910,729
104791004,263395,1910,606
104791006,280891,1910,697
104791008,274462,1910,697
104791010,231985,1910,729
104791012,270562,1910,643
104791014,275727,1910,670
104791016,322946,1910,670
104791018,215438,1910,508
104791020,249587,1910,534
104791022,250114,1910,537
104791024,291747,1910,536
104794050,0,2007,0
104794050,0,2007,0
104794052,600359,2007,1400
104794054,641043,2007,1438
104794056,599937,2007,1400
104794058,641043,2007,1438
104794060,481678,2007,1400
104794062,587078,2007,1438
104794064,484946,2007,1400
104794066,587078,2007,1438
104800000,898008,1910,4555
104801000,729157,1899,3904
104803000,595513,1910,7258
104804000,831833,1899,3594
104805000,508134,1910,2280
104806000,830447,1900,3360
104807000,515195,1910,2604
104808000,559358,1910,2698
104809000,344764,1910,1664
104810000,500545,1910,2584
104811000,332643,1910,1804
104812000,366160,1910,1774
104813000,0,1999,0
104813002,223764,1899,562
104813004,247584,1899,560
104813006,218072,1899,592
104813008,217757,1899,518
104813010,231353,1899,614
104813012,220286,1899,520
104814000,0,1999,0
104814002,158943,1910,792
104814004,266873,1910,806
104814006,365844,1910,864
104814008,333275,1910,860
104814010,307452,1910,678
104815000,536170,1900,6303
104816000,942592,1900,5447
104817000,880090,1900,3586
104819000,2339353,1910,9252
104819000,2339353,1950,1620
104820000,867442,1900,4896
104821000,840881,1910,4703
104822000,783755,1900,6185
104823000,875453,1910,6016
104824000,906651,1910,4749
104825000,786706,1910,4341
104826000,600885,1910,3276
104828000,692584,1900,3276
104830000,801883,1920,4788
104831000,711450,1910,3640
104832000,724309,1910,2649
104833000,0,1920,0
104833002,469030,2015,989
104833004,470190,2015,1015
104833006,451955,2015,927
104834000,737378,1910,3200
104835000,470506,1892,3086
104836000,613007,1910,2478
104837000,0,1910,0
104837002,589502,2017,1320
104837004,546710,2017,845
104837006,573903,2017,945
104838000,846151,1900,4160
104839000,4699786,2017,25760
104840000,568739,1900,3120
104840001,513825,1900,3096
104841000,459122,1900,2362
104842000,0,1900,0
104842002,290693,1900,802
104842004,277097,1900,896
104842006,302393,1900,896
104843000,612585,1900,2896
104844000,587921,1900,2896
104845000,0,1900,0
104845002,231353,1900,601
104845004,350139,1900,1356
104846000,366160,1900,2189
104848000,447001,1900,1820
104852000,655377,1910,3451
104853000,662228,1920,3656
104854000,713453,1900,4376
104855000,1113762,1920,5626
104856000,788878,1920,3888
104857000,0,1999,0
104857002,217335,1910,715
104857004,220813,1910,750
104857006,221867,1910,770
104860000,0,1999,0
104860002,235780,1900,800
104860004,367530,1900,800
104860006,289112,1900,870
104860008,292169,1900,935
104860010,237361,1900,1030
104860012,311563,1900,1215
104860014,248849,1900,1030
104860016,300073,1900,1215
104861000,753926,1988,2928
104862000,349507,1910,5340
104863000,841724,1920,4972
104864000,1032815,1910,4112
104865000,346239,1910,2676
104866000,858905,1910,4608
104868000,538560,1899,5470
104870000,714928,1910,4604
104871000,931736,1927,5144
104872000,797667,1910,5619
104873002,532165,2015,1356
104873004,516144,2015,1264
104873006,550821,2015,1347
104874000,746430,1900,7700
104875000,0,1900,0
104875002,518990,2015,784
104875004,530689,2015,812
104875006,473246,2015,627
104876000,673084,1930,3489
104877000,901170,1899,3648
104879000,814742,1899,6150
104880000,1132109,1930,5364
104880000,1132109,1900,2340
104881000,986981,1930,5364
104881000,986981,1900,2340
104882000,589397,1910,2220
104883000,583494,1910,2230
104884000,677933,1920,2240
104885000,511401,1910,2116
104886000,587816,1920,2230
104887000,742965,1920,3336
104888000,638302,1910,3302
104889000,804981,1930,2988
104890000,540000,1930,1360
104890001,889516,1930,4704
104891000,455328,1900,3057
104893000,801356,1920,4929
104895000,694797,1900,3630
104896000,627918,1930,3850
104897000,891579,1900,4155
104898000,436250,1920,1594
104900000,768750,1925,3872
104901000,1053277,1929,5704
104902000,624390,1910,3120
104903000,689632,1920,2740
104904000,819169,1910,4179
104905000,0,1910,0
104905002,523100,2016,820
104905004,517514,2016,830
104905006,471981,2016,713
104906000,1258476,2016,4980
104907000,483365,1910,3168
104908000,704704,1899,3168
104909000,639567,1910,2457
104910000,891790,1930,4800
104911000,886520,1910,4800
104913000,539332,1910,2927
104914000,447529,1910,1800
104915000,714612,1910,3220
104916000,880406,1900,4998
104917000,1048203,1900,5068
104918000,832449,1900,4756
104919000,855637,1900,4160
104920000,1023961,1920,6648
104923000,582862,1900,2644
104924000,654534,1900,4256
104925000,0,1900,0
104925002,218494,1900,712
104925004,275937,1900,720
104925006,288901,1900,796
104926000,842989,1900,3376
104927000,0,1920,8934
104928000,1641250,1925,5283
104929000,469452,1910,2447
104930000,338334,1910,1941
104931000,315989,1861,1275
104932000,395250,1910,1612
104933000,1106595,2015,5256
104936000,665390,1910,3885
104937000,560623,1910,2851
104938000,385448,1910,2640
104940000,489056,1910,2874
104941000,376173,1910,1225
104942000,494431,1910,1210
104943000,374276,1910,1230
104944000,480835,1910,1372
104945000,394934,1910,1590
104946000,544707,1910,2825
104949000,658750,1910,3252
104951000,951024,1910,4158
104952000,729579,1988,3372
104953000,555247,1900,5376
104955000,716478,1910,3406
104956000,722728,1910,3560
104957000,476619,1910,2456
104958000,517409,1910,2288
104959000,526684,1899,2160
104960000,0,1899,0
104960002,447212,2016,823
104960004,494748,2016,1002
104961010,663915,1997,2318
104962000,372500,1899,1900
104963000,690476,1905,4418
104964000,261250,1929,1242
104965000,604574,1905,3144
104966000,799881,1905,2959
104967000,712399,1905,4012
104968000,851632,1905,4036
104969000,775533,1905,4231
104970000,665601,1905,4252
104971000,990718,2016,10185
104976000,633454,1905,2938
104977000,572111,1900,2690
104977001,723150,1905,4320
104978010,342339,1905,4730
104979010,1045707,2000,9000
104979010,1045707,1910,9600
104981000,851316,1905,4112
104982000,735165,2004,2924
104983000,736114,2004,2924
104984000,358255,1900,2390
104985000,444999,1900,2478
104987000,619436,1910,3664
104988000,0,1899,2376
104988002,258336,2016,404
104988004,489056,2016,915
104989000,622762,1899,3486
104992000,332115,1860,1616
104993000,386713,1860,1620
104994000,459333,1900,1800
104995000,273408,1860,2160
104996000,319467,1860,1740
104998000,422338,1860,2424
105000000,317887,1790,1260
105001000,767839,1899,3224
105004000,503074,1900,1520
105005000,930366,1885,3264
105006000,804624,1885,3274
105007000,629344,1851,3258
105008000,0,1851,0
105008002,395566,1851,988
105008004,419492,1851,1120
105008006,407160,1851,1120
105009000,0,1900,0
105009002,372378,1900,1229
105009004,354249,1900,810
105009006,351825,1900,825
105010000,652637,1850,2400
105011000,0,1999,0
105011002,308401,1850,995
105011004,362365,1850,1034
105012000,802305,1851,2912
105013000,0,1899,5166
105014000,0,1900,22030
105015000,498331,1900,2952
105016000,426659,1920,2736
105017000,557250,1900,2380
105018000,411482,1900,2380
105019000,878931,1900,4826
105020000,0,1900,0
105020002,434670,1900,1175
105020004,483365,1900,1081
105021000,0,1920,0
105021002,258335,1920,552
105021004,257808,1920,415
105021006,316411,1920,604
105021008,283737,1920,507
105021010,264659,1920,418
105021012,314619,1920,597
105021014,322630,1920,626
105021016,258651,1920,418
105021018,309981,1920,580
105021020,319467,1920,615
105022000,0,1865,0
105022002,366476,1865,823
105022004,405579,1865,872
105023000,384499,1900,1812
105024000,594245,1900,2496
105025000,389769,1900,1650
105026000,582651,1900,2620
105027000,670449,1900,3206
105028000,747918,1900,3984
105029000,652742,1905,3340
105030000,685943,1900,3984
105031010,757299,1940,3217
105033000,554404,1900,2280
105034000,409374,1900,2204
105035000,619044,1899,2670
105036000,0,1920,2352
105036002,478411,2016,1035
105036004,320943,2016,510
105036006,394934,2016,705
105042000,423708,1905,3200
105043000,0,1905,0
105043002,306820,1905,665
105043004,331905,1905,716
105043006,332959,1905,740
105045000,379862,1895,2496
105046000,520254,1910,3020
105047000,645364,1910,3020
105048000,533746,1910,4152
105050000,594035,1895,4098
105052000,383551,1861,1710
105053000,446685,1900,2385
105056000,381337,1895,1948
105058000,348736,1920,960
105061000,596880,1875,2480
105062000,602361,1900,2500
105063000,590556,1900,3010
105064000,912869,1900,3780
105065000,704494,1900,3276
105066000,721042,1895,4436
105067000,374750,1899,1350
105068000,966518,2006,4052
105069000,821804,1905,3598
105070000,811264,1898,3760
105072000,631135,1898,2872
105073000,0,1999,0
105073002,226399,1920,620
105073004,230299,1920,649
105073006,237888,1920,706
105073008,205530,1920,509
105073010,210800,1920,548
105073012,211011,1920,550
105073014,211959,1920,557
105073016,212064,1920,558
105073018,226294,1920,619
105076000,649159,1930,4176
105077000,484524,1900,2400
105078000,551031,1905,2400
105079000,0,1905,0
105079002,288901,1905,805
105079004,276780,1905,500
105079006,310719,1905,543
105080000,497910,1895,2312
105081000,0,1895,0
105081002,308400,1895,705
105081004,354882,1895,771
105081006,355093,1895,820
105082000,0,1895,0
105082002,354777,1895,826
105082004,341075,1895,725
105082006,335278,1895,757
105083000,618171,1895,3590
105084000,384815,1895,1680
105085000,437937,1895,2448
105086000,418122,1895,2160
105087000,530994,1899,2480
105088000,311879,1900,1722
105089000,396937,1895,1756
105090000,775639,1900,3720
105091000,659172,1900,3892
105092000,661912,1899,3996
105093000,678249,1900,3741
105094000,0,1900,0
105094002,422549,2015,691
105094004,448056,2015,748
105094006,484102,2015,819
105095000,578224,1900,3738
105096000,806099,1900,4496
105097000,853740,1899,3480
105098000,551453,1900,3191
105099000,731792,1900,3389
105100000,633876,1900,3488
105101000,717458,1900,4677
105102000,549556,1900,5128
105103000,0,1900,4566
105103002,380600,1900,864
105103004,389769,1900,925
105103006,408004,1900,1045
105104000,542705,1900,2941
105105000,692701,1900,3984
105106000,0,1900,0
105106002,247268,1900,703
105106004,250852,1900,760
105106006,265081,1900,892
105107000,715772,1900,4152
105108000,709764,1900,4761
105109000,669290,1900,3953
105110000,556934,1888,2763
105111000,454485,1905,3182
105112000,393142,1905,4096
105113000,770685,1920,4449
105114000,551664,1910,2763
105115000,521203,1905,2763
105116000,521941,1896,4073
105117010,0,1905,0
105117012,245266,1905,643
105117014,245266,1905,643
105117016,356252,1905,864
105119000,875136,1905,4403
105120000,690686,1905,4134
105121010,540386,2004,2512
105122010,506869,2004,2372
105123000,0,1900,0
105123001,691951,1900,2944
105123002,287637,2016,448
105123004,502231,2016,1164
105126000,459439,1900,2128
105127000,441521,1900,2164
105128000,560728,1900,2552
105129000,438780,1900,2280
105130000,414433,1900,2180
105131000,377016,1900,2292
105132000,254224,1900,2314
105133000,396726,1900,2128
105134000,383340,1900,2390
105135000,351298,1900,2652
105138000,303131,1900,2475
105139000,336437,1900,2545
105140000,250325,1900,2128
105141000,452061,1900,2465
105142000,529635,1900,2658
105143000,311352,1900,2440
105144000,392510,1910,2496
105145010,0,2000,0
105145012,428557,2000,1400
105145014,428557,2000,1400
105148000,563574,2006,3880
105150010,0,1999,0
105150012,497488,1999,2382
105150014,432456,1999,2286
105150016,455961,1999,2357
105152000,934898,2016,4560
105153000,514563,1900,2244
105154000,710501,1900,4372
105155000,597091,1900,3256
105156010,0,2010,0
105156012,528054,2010,1390
105156014,528054,2010,1390
105156016,528054,2010,1390
105157000,464498,1941,2034
105158000,662755,1900,3336
105159000,1310333,2015,4644
105160000,601307,1900,3230
105161000,772856,1900,3142
105162000,391250,1940,648
105163000,533008,1905,4253
105164000,0,2016,0
105164002,706496,2017,1163
105164004,760988,2017,1290
105164006,861434,2017,1510
105168000,746654,1900,4454
105169000,521730,1900,4299
105170000,734216,1900,4470
105175000,404947,1900,2160
105176000,527000,1900,2040
105177000,255279,1900,1592
105178000,764150,1900,4842
105179000,661491,1900,3888
105180000,516987,1875,2132
105181000,439097,1900,2048
105182000,393248,1905,1646
105183000,639778,1905,3318
105185000,576327,2004,2240
105186010,619225,2003,2328
105187010,636300,2003,2552
105191000,814321,2017,4494
105193000,622809,1969,2636
105194000,518779,1905,3560
105195000,815796,1905,4335
105196000,611636,1899,2308
105197000,597196,1899,2760
105198000,751607,1900,3216
105199000,0,1910,0
105199002,619120,2017,1104
105199004,599937,2017,1002
105199006,668131,2017,1213
105200000,546394,1900,2174
105201000,366160,1900,2243
105202000,638724,1900,2251
105203000,0,1900,0
105203002,443629,1900,1270
105203004,358149,1900,624
105206000,701250,1930,2100
105207000,608369,1840,2260
105208000,629133,1900,2879
105209000,417911,1900,2192
105210000,719355,1900,4475
105211000,444050,1930,4454
105214000,0,2006,5170
105214002,378913,2006,1018
105214004,414011,2006,1018
105214006,437094,2006,1018
105215000,843305,1910,3560
105216000,698380,1900,3415
105217010,0,1912,0
105217012,275094,1912,530
105217014,285845,1912,580
105217016,292274,1912,580
105217018,328848,1912,650
105220000,659277,1912,2896
105221000,931209,1920,5760
105222000,612163,1910,7280
105223000,804202,1900,4466
105224000,551664,1900,2180
105225000,0,1900,0
105225002,397429,1900,997
105225004,241682,1900,509
105227000,950392,1900,4367
105228000,0,1900,0
105228002,341285,1900,694
105228004,509925,1900,1624
105229000,962724,1900,4009
105230000,894003,1900,4538
105231000,829182,1900,4694
105232000,964410,1900,4191
105233000,635246,1900,3088
105234000,730422,1900,2440
105235000,771001,1900,4746
105236000,1678495,1920,14760
105237000,620806,1900,3120
105238000,1390753,2008,9312
105246000,736746,1900,3576
105249000,509714,1900,2652
105250000,860275,1900,3447
105251000,730738,1900,3192
105252000,690159,1900,3546
105253000,585602,1905,2580
105253020,586340,1905,2580
105255000,600780,1905,3040
105256000,641675,1905,3200
105257000,519165,1900,2460
105258000,539714,1900,2460
105259000,0,1900,0
105259002,480203,1900,1105
105259004,326635,1900,660
105260000,0,1900,0
105260002,471876,2016,984
105260004,545867,2016,1118
105261000,0,1900,0
105261002,543443,2017,1054
105261004,645470,2017,1166
105262000,0,1900,0
105262002,477446,2017,946
105262004,477447,2017,927
105262006,361406,2017,1137
105263000,1587324,1910,13175
105264000,817500,1930,3330
105265000,761250,1930,4055
105266000,2157500,1910,9800
105267000,969680,1911,8024
105269000,766250,1920,5806
105271000,839827,1900,4388
105272000,761621,1905,4221
105273000,943646,1900,4482
105274000,976742,1900,4358
105275000,510463,1905,3544
105276000,0,2015,0
105276002,522784,2017,1350
105276004,522889,2017,1350
105276006,522890,2017,1350
105280000,834979,1920,4896
105281000,484963,1899,3600
105282000,580597,1910,3696
105283000,518252,1920,2990
105284000,488845,1900,2720
105285000,475460,1900,2864
105286000,596564,1900,3620
105287000,342023,1900,3212
105288000,561782,1900,2560
105289000,641465,1900,4093
105290000,620701,1900,2854
105291000,515406,1900,2848
105292000,553245,1900,2560
105293000,702596,1900,3754
105294000,648105,1900,3912
105294010,522152,2007,2355
105294020,527738,2007,2355
105295000,473984,1900,3000
105297000,597302,2009,3446
105299000,359836,1900,2248
105300000,1297500,1919,8500
105301000,591821,1900,3237
105302000,453958,1900,2430
105303000,570530,1900,3194
105304000,674244,1899,4544
105306000,637565,1900,2888
105307000,0,1900,0
105307002,361522,1900,1000
105307004,314619,2017,631
105307006,378070,2017,775
105308000,627657,1910,4226
105309000,564101,1925,3398
105310000,590978,1900,3240
105311000,649369,1900,3240
105312000,974423,1910,7260
105313000,513720,1900,3520
105313001,488845,1900,3520
105314000,1973750,1978,3900
105316000,537962,1900,4018
105317000,682781,1900,3832
105318000,697537,1900,4263
105320000,566631,1900,4264
105321000,869023,1900,4024
105322000,622703,1920,4060
105323000,677722,1900,4257
105324000,557988,1900,4060
105325000,639462,1900,4312
105326000,547764,1900,3646
105327000,357728,1900,1864
105328000,294277,1940,1970
105329000,755296,1900,4138
105330000,640727,1910,2746
105331000,450585,1900,2774
105336000,0,1999,0
105336000,0,1999,0
105336000,0,1999,0
105336002,554826,1986,1000
105336004,418017,1986,980
105336006,385553,1986,1080
105336008,414644,1986,1080
105336010,402523,1986,1110
105336012,402417,1986,1100
105336014,359520,1986,1100
105336016,400520,1986,1038
105336018,416225,1986,1080
105336020,403577,1986,1080
105336022,403577,1986,1080
105336024,403577,1986,1080
105336026,403577,1986,1080
105336028,416225,1986,1080
105337000,223750,1950,660
105338000,628289,1900,4380
105339000,511190,1900,3962
105340000,567474,1940,3444
105341000,529114,1920,3160
105342000,627256,1920,4166
105343000,1684292,1899,12000
105343100,9624074,1975,73710
105344000,561993,1900,3692
105345000,607631,1900,3720
105346000,1700000,1950,8283
105347000,1864766,1920,6203
105347001,716250,1940,2921
105347002,329691,1920,2020
105347003,338440,1900,2120
105347004,395145,1910,2120
105347005,581808,1900,3161
105353000,823596,1910,4578
105355010,0,2006,0
105355012,363946,2006,777
105355014,348663,2006,760
105355016,488424,2006,1412
105355020,0,1900,0
105355022,300495,1900,488
105355024,321365,1900,520
105355026,312406,1900,530
105356000,0,1900,0
105356002,258124,1900,480
105356004,266240,1900,567
105356006,268138,1900,575
105357000,0,1900,0
105357002,242525,1900,505
105357004,262024,1900,585
105357006,271405,1900,631
105358000,638783,1915,612
105358000,638783,1915,3200
105359000,475038,1900,1788
105360000,328637,1900,1704
105361000,320100,1900,1680
105363000,595184,1935,3590
105364000,2963671,1899,2720
105364000,2963671,1920,11065
105365000,213750,1920,1482
105366001,847500,1910,2398
105366002,520000,1920,2280
105366003,528750,1920,2320
105366004,861250,1920,2436
105367000,1385000,1920,3995
105368000,0,1999,0
105368006,234304,1900,681
105368008,240312,1900,666
105368010,231985,1900,663
105368012,263711,1900,680
105368014,240523,1900,668
105368016,231986,1900,663
105368018,253803,1900,681
105368020,259284,1900,666
105368022,256965,1900,701
105369000,751398,1920,4095
105370000,773810,1920,4072
105371000,924800,1935,4352
105372000,1098701,1920,7428
105374000,0,1999,0
105374000,0,1999,0
105374000,0,1999,0
105374002,255395,1945,2434
105374004,280153,1945,1407
105374006,187507,1945,1438
105374008,317992,1945,1467
105374010,499986,1945,1388
105374012,454169,1930,1521
105374014,428978,1930,1516
105374016,433194,1930,1450
105374018,427292,1930,1302
105374020,431929,1930,1445
105374022,339177,1930,1172
105374024,500229,1930,1471
105374026,414328,1930,1251
105374028,341496,1950,1297
105377000,0,1999,0
105377004,396515,1910,962
105377006,397885,1910,971
105377008,320732,1910,995
105378000,2070828,1910,7920
105382000,0,1899,30000
105382000,0,1899,830
105383000,10920605,2016,56393
105385000,505182,1900,3085
105387000,669606,1920,3692
105389000,734042,1910,3059
105389000,734042,1910,2484
105391000,5793744,2015,11810
105392000,0,1999,0
105392000,0,1999,0
105392000,0,1999,0
105392000,0,1999,0
105392002,433194,1985,1020
105392004,540491,1985,1071
105392006,427608,1985,970
105392008,533008,1985,1033
105392010,438464,1985,1068
105392012,441521,1985,1096
105392014,450164,1985,970
105392016,440150,1985,1083
105392018,438464,1985,1068
105392020,441521,1985,1096
105392022,543548,1985,970
105392024,478095,1985,1068
105392026,482205,1985,1096
105392028,404631,1985,863
105392030,413379,1985,863
105392032,406844,1985,883
105392034,406844,1985,883
105392036,406844,1985,883
105392038,478174,1985,883
105392040,477041,1985,883
105392042,439623,1985,883
105398000,0,1899,16500
105398000,0,1900,4800
105398000,0,1900,4800
105398000,0,1900,8250
105398000,0,1900,4800
105398000,0,1900,16800
105398000,0,1899,44400
105398000,0,1900,7950
105398000,0,1900,4800
105398000,0,1900,4800
105398000,0,1900,7350
105398005,1729087,1995,37620
105398015,0,1899,24464
105399000,0,1899,134892
105400020,0,2017,0
105400022,48666216,2017,1
105401000,0,1899,17475
105401000,0,1899,11850
105401000,0,1899,10800
105401000,0,1899,10800
105402010,0,2006,115248
105402300,0,2004,0
105402302,312933,2004,819
105402304,312933,2004,822
105402306,229246,2004,625
105402308,327267,2004,881
105402310,296807,2004,729
105402312,344447,2004,1344
105402314,267189,2004,657
105402316,223354,2004,671
105402318,322208,2004,897
105402320,312933,2004,785
105402322,344447,2004,1342
105402324,235674,2004,657
105402326,253277,2004,671
105402328,318097,2004,875
105402330,307136,2004,785
105402332,404209,2004,1337
105402334,303974,2004,657
105402336,297439,2004,671
105402338,343499,2004,875
105402340,306820,2004,783
105402342,395988,2004,1338
105402344,284580,2004,657
105402346,298809,2004,671
105402348,310825,2004,834
105402350,310719,2004,805
105402352,367108,2004,1288
105402354,311457,2004,657
105402356,290482,2004,671
105402358,371851,2004,878
105402360,338440,2004,956
105410000,22192985,2015,305949
105412000,3273750,1925,7550
105412001,6407500,1899,34690
105412002,3864542,1899,28372
105413010,40728141,2016,237393
105415000,1819943,1945,15589
105416000,3703750,1977,3956
105417000,3408430,1950,14218
105418000,0,1950,29700
105419000,2777500,1930,12008
105421000,1241250,1945,5642
105422000,1581527,1920,11760
105423000,2586298,1920,11950
105424000,4656203,1989,1564
105425000,1554760,1899,11200
105426000,2226250,1920,5660
105427000,0,2003,0
105427003,565000,,
105428000,1476885,1940,8438
105429000,1287500,1920,4880
105430000,771250,1910,2452
105431000,1036250,1910,3494
105432000,1137532,1899,7380
105433000,812726,1899,4450
105434000,836078,1899,4508
105435000,835190,1899,4750
105436000,744198,1899,4928
105437000,733506,1899,4395
105438000,0,1899,11610
105439000,719503,1920,4992
105440050,0,1910,0
105440052,171380,1910,508
105440054,240734,1910,561
105440056,257071,1910,660
105440058,257071,1910,660
105440060,281946,1910,650
105440100,0,1910,0
105440102,226504,1910,507
105440104,230931,1910,546
105440106,246109,1910,644
105440108,303657,1910,644
105440110,285950,1910,704
105442000,776271,1900,4180
105443000,737273,1910,3710
105444000,441099,1920,4436
105445000,787233,1920,4340
105446000,698275,1920,4156
105447000,616485,1920,8683
105448000,571795,1920,3500
105449000,598777,1920,3255
105450000,588448,1920,3514
105451000,578541,1920,3514
105452000,1209465,2016,4800
105454000,1171521,1990,6012
105455000,581808,1910,3024
105456000,581808,1899,2560
105457000,582862,1910,3261
105458000,857956,1910,1
105459000,587078,1900,3035
105462000,3695000,1910,20000
105463000,613750,1996,2080
105465000,1155218,1900,6349
105466000,1322500,1900,5370
105469000,1371428,1899,11358
105478000,639251,1910,3168
105479000,828233,1910,3153
105480000,426343,1900,3153
105484000,1297673,1930,1192
105485000,4720000,1899,16866
105486000,0,1930,8728
105488000,380600,1910,2637
105489000,429294,1910,2986
105490000,1096785,1920,6818
105491000,1096785,1920,1
105494000,689632,1900,3752
105495000,354460,1900,2852
105496000,1036687,1900,2960
105498000,568633,1910,2400
105499000,153884,1910,2400
105500000,307557,1910,2560
105501000,671504,1910,4050
105502002,490005,2017,925
105502004,490637,2017,928
105502006,490848,2017,928
105503000,509082,1910,2924
105505000,766574,1910,3441
105506000,592137,1910,3282
105507000,533535,1910,3156
105508000,596775,1910,2896
105509000,306293,1910,2896
105510000,648526,1910,2976
105511000,394828,1910,2946
105512000,533672,1910,2896
105513000,0,1899,34500
105514000,0,1899,16713
105515000,0,1899,36800
105516000,0,1899,9354
105518001,925000,,
105518002,925000,,
105540000,1192542,2014,6420
105541000,1041938,2014,1
105542000,690370,1900,2680
105543000,625022,1900,2674
105544000,566420,1900,2680
105545000,438042,1900,2680
105546000,699645,1900,2680
105547000,660015,1900,3180
105548000,587394,1900,2670
105549000,593297,1900,2680
105550000,582651,1910,3200
105551000,347504,1906,2760
105552000,401996,1900,2760
105553000,701932,1899,4050
105554000,314619,1900,2394
105558000,432351,1900,2888
105559000,537224,1899,2736
105560000,463865,1900,3165
105561000,923707,1899,4620
105562000,0,1920,19600
105562001,1051250,,
105563000,464919,1910,3808
105564000,650318,1910,4076
105565000,439834,1900,2070
105566000,574325,1899,2857
105568000,932579,2004,7120
105573000,495064,2004,2992
105574000,0,1890,0
105574002,365317,1890,1196
105574004,434143,1890,1276
105575000,739287,1905,4472
105579010,609950,1899,3200
105580010,586235,1899,3200
