NAME,SUB_NAME,MEASURE
A529,3090.596508,1.730317028
A530,4334.926566,0.81930739
A531,4402.246085,0.845572617
A569,18723.86498,1.127298468
A569,19135.1583,1.186555524
A572,18841.82974,1.223221081
A572,19138.95834,1.071373702
A574,19051.04985,1.261472577
A576,19532.69835,1.256758342
A576,19160.73754,1.235167886
A577,19532.63284,1.202650485
A577,19153.36679,1.241310738
A597,4352.589067,1.663268505
A620,4539.194624,1.421093047
A620,16642.63264,1.399141559
A623,4524.502262,1.12189371
A623,16631.70755,1.039844651
A630,16903.14771,1.593809929
A646,19050.67313,1.47482547
A647,18723.82676,1.543930831
A648,18723.67935,1.30462884
A650,18772.09153,1.334353277
A650,19160.62288,1.5137371
A656,18150.56803,0.984317389
A658,18150.6117,0.938662381
A659,18150.70452,1.028041824
A674,18297.6609,1.146902141
A675,18302.89686,1.181735225
A677,18375.01556,1.205683321
A679,18386.36106,1.055454053
A681,18428.43985,1.006849904
A682,18428.52721,0.996197049
A685,18390.90362,1.401656696
A72,18427.73553,1.438955605
A722,19087.08463,1.448386834
A733,19087.65791,1.296960586
A750,19157.05762,1.039491468
A752,19222.75558,1.591800453
A753,19199.0709,1.775152029
A754,19199.10912,1.789720901
A757,19199.04906,1.292547222
A761,19334.92748,1.88016859
A763,19322.20065,1.52889574
A770,19374.53297,1.35734928
A772,19377.31748,1.480712877
A779,19496.90381,0.937407689
A782,19560.18306,1.056604183
A784,19508.22746,1.063746562
A785,19508.1947,0.941099581
A793,19576.39871,0.955486585
A800,19573.44495,1.07826762
A804,19632.74946,1.12056088
A806,19632.70579,1.037137567
A807,19653.52406,1.07442671
A810,4779.950627,1.162669831
A811,4932.72717,1.343662693
A831,19050.88606,1.196727402
A833,19051.03348,1.345165531
A838,19140.22501,1.090806488
A856,4534.089697,1.151640759
A857,4534.095157,1.131144926
A868,4835.515164,1.145796676
A869,17857.50154,1.093015967
A872,4835.597061,1.074229433
A873,17847.65749,1.002825416
A888,16835.5006,1.335175475
A890,17118.43914,1.358791445
A954,18842.55044,1.310655952
A955,18830.63166,1.359409104
A958,19061.23241,1.671264591
A959,19050.91882,1.763399769
A960,19044.03399,1.690770458
A961,19044.04491,1.514231603
A962,19092.80106,1.858617827
A963,19044.05583,1.675682018
A979,19160.77576,1.401351976
A981,19167.85168,1.419201515
A983,19277.95431,1.47587295
A984,19153.37771,1.510614805
A985,19153.39409,1.219572306
A999,2766.043265,1.381337967
A1015,3055.812026,1.27531613
A1018,3070.793759,1.003658806
A1021,2998.019885,1.154333071
A1024,3049.189271,1.065602034
A1030,3322.180021,0.795730849
A1035,3346.754648,1.383551071
A1037,3350.942326,0.674334648
A1039,4073.90373,1.19429346
A1042,3230.72812,1.04820212
A1053,3461.590937,1.243056442
A1055,3459.794658,1.044169926
A1060,3966.76578,0.899929786
A1068,3905.517575,1.188563941
A1069,3912.942924,1.277053153
A1081,3964.505417,0.980229609
A1085,4002.609466,1.075160328
A1099,4188.363292,1.286146626
A110,2918.672393,1.127782396
A1101,4003.128148,1.118417005
A1102,4503.765885,0.9893062
A1105,4294.513015,1.166121589
A1124,4243.239892,0.762811679
A1125,4802.346788,0.781792926
A1135,4280.470371,0.994937005
A1136,4805.196811,0.902455073
A1137,4280.50859,1.038709933
A1138,4805.191352,0.882812874
A1143,4346.255682,1.059248252
A1144,4890.015037,1.067929744
A1157,4497.760088,0.746550269
A1158,4838.28875,0.721620164
A116,2939.332333,0.979322609
A1161,4485.082398,0.707746125
A1162,4838.490763,0.687389287
A118,2958.496284,1.218814086
A1187,4592.673512,0.726864977
A1188,17008.89887,0.935009513
A1197,4609.833711,0.800696103
A1198,17008.31467,1.087429596
A120,3051.56975,1.239236465
A1224,4780.381952,1.41346363
A1225,17076.42586,1.382792171
A1232,4835.411428,1.148278983
A1233,17244.65368,1.120691257
A1241,4889.026811,1.007581468
A1242,17144.30774,1.030599249
A1265,4772.104873,1.08899005
A1268,4877.615798,1.140164388
A1269,17175.4942,1.046314082
A1270,4877.621257,0.99122516
A1271,17210.9011,1.035938641
A1274,4877.768672,0.888296502
A1275,17216.07701,0.919905519
A1276,4877.763213,0.853830968
A1277,17215.76034,0.98079807
A1281,16974.03249,1.095282551
A1303,4938.143307,1.418357967
A1303,17441.90588,1.47660196
A1314,17163.2806,1.045797158
A1315,17162.95847,1.03831375
A1316,17170.64589,1.060387274
A1324,17091.27656,1.358360216
A1325,17144.74999,1.312306582
A1344,17321.86638,1.063863798
A1350,17293.49719,1.061799511
A1351,17293.39345,1.124255766
A1356,17288.67071,1.168152193
A1358,17298.82597,1.220422976
A1360,17353.1948,1.231888344
A14,3038.225962,0.772411747
A1420,17952.19111,1.193634214
A1425,17927.70384,1.155368435
A144,4244.823239,0.767315051
A1462,17978.37638,1.049014774
A17,3069.909269,0.768216974
A18,3069.931108,1.313386937
A186,16546.31058,1.441133311
A228,4409.933504,0.97294355
A229,4875.950554,1.040565818
A23,3069.729095,0.892077303
A234,4416.436144,0.969318922
A235,4875.901416,1.051079742
A241,4740.852892,1.134805528
A252,4577.800976,0.970248384
A253,4885.658105,0.906510882
A258,4632.541082,1.084720676
A259,17414.46485,1.130662591
A260,4642.701797,0.968061285
A261,17414.37749,0.982723281
A268,4915.277601,1.101643309
A269,17400.60238,1.260511044
A270,4876.698549,1.176879938
A271,17021.80041,1.014488738
A272,4875.890496,1.221574232
A273,17031.45882,1.104855675
A274,4915.272142,1.163110293
A275,17425.43362,1.136050145
A276,4875.895956,1.101822377
A277,17008.14541,1.092458997
A280,4925.307282,1.430575744
A29,3719.687312,0.796643704
A293,4889.818484,1.24055874
A294,17012.00004,1.180955909
A30,3725.196265,1.534566534
A307,4924.422792,1.176024062
A308,17092.05185,1.267819023
A309,4877.353726,1.239603385
A31,16590.87905,1.631559688
A310,17075.3339,1.336405054
A321,4948.839084,0.837691899
A322,17251.92615,0.862954171
A323,4937.351634,0.951210802
A324,17248.7267,0.898627786
A325,4937.400772,0.854133773
A326,17251.82788,0.893718453
A33,3732.545176,1.387097952
A330,4938.820324,1.309389801
A331,16892.03153,1.435461557
A332,16892.08067,1.499522849
A334,16892.04791,1.449718822
A349,17212.89394,1.541606776
A351,17219.41296,1.37906725
A353,17219.42934,1.234719188
A356,17234.40015,1.210179688
A357,17234.49843,1.251637489
A358,17234.64038,1.340401245
A367,17311.13239,1.33173114
A373,17323.05116,1.438069729
A404,17952.38766,1.405359616
A405,17886.31844,1.386260066
A42,4071.654286,0.76944645
A424,18943.5188,1.480298797
A426,18939.3748,1.35270116
A428,18939.44578,1.401674913
A429,19078.03772,1.198056876
A439,19063.32898,1.412349418
A440,19088.26941,1.429002113
A441,19063.36174,1.210453137
A442,19078.1087,1.566940677
A453,19125.71828,1.27161837
A454,19125.7292,1.544216676
A456,19202.89823,1.669096279
A459,19202.98013,1.875916759
A48,4071.687045,0.864966226
A50,4244.79048,1.379297875
A52,4244.768641,0.834767918
A528,4402.257004,1.901253765
A53,4244.757721,1.234913097
A54,4409.884366,1.610503517
A55,4417.817477,1.462749362
A570,18723.70665,1.219157513
A570,19138.97472,1.263476016
A571,18723.71757,1.167760925
A571,18789.95604,1.267332144
A575,19388.10061,1.28393137
A613,4352.610906,1.564385237
A643,19088.0674,1.742960855
A644,19088.0947,1.694611863
A645,19088.11654,1.496838346
A649,18772.08061,1.474263737
A660,18150.66084,1.062785246
A662,18297.69366,0.982108254
A670,18259.32754,1.016328494
A671,18274.66962,1.002819171
A672,18274.72968,1.07555685
A673,18274.7679,0.997588856
A684,18390.85994,1.311718034
A689,18465.88326,0.950809101
A690,18506.97929,1.139715138
A694,18548.30463,0.96184376
A723,19044.19779,1.533922225
A727,19044.15957,1.467506128
A728,19118.78978,1.004451933
A732,19099.2764,1.224164494
A735,19112.42909,1.746364494
A746,19161.26168,1.08250708
A751,19157.16136,1.035341942
A773,19496.81645,1.781386426
A783,19530.65092,1.003033058
A797,19645.15962,1.105472401
A798,19569.39377,0.976714217
A799,19569.41561,0.948104431
A801,19586.62495,0.954962506
A802,19632.80406,1.098135213
A803,19632.76038,1.001021791
A837,19167.81892,1.332585608
A965,19044.07767,1.499781365
A1000,2766.698442,1.164092328
A1009,3114.472279,0.790522213
A1011,3114.614234,0.633600849
A1012,3132.860936,0.70696372
A1013,3113.691525,0.626661461
A1022,2999.903521,1.025760496
A1029,3346.044872,0.702277803
A1031,3327.536099,0.795243684
A1051,3322.360195,1.221363942
A1071,3910.671641,1.127615232
A1072,3912.964763,1.15875698
A1080,3943.905535,1.03201609
A109,3464.686652,1.177258887
A109,2897.974234,1.130184392
A1097,4078.850322,1.246350696
A110,3464.664813,1.180549431
A112,3479.002287,1.233233253
A1139,4280.514049,0.87486841
A114,3070.782839,1.060528023
A1140,4842.924133,0.989901704
A1145,4346.184704,1.114863392
A1146,4805.213191,1.225149981
A1147,4482.898472,0.756442482
A1148,4885.554369,0.813953345
A115,2973.385199,0.980719439
A1152,4482.903932,0.634582515
A1153,4890.025957,0.630309189
A1159,4485.486424,0.752410841
A1160,4838.474384,0.687638896
A1163,4496.029327,1.120778149
A1164,4898.455911,1.147166191
A1165,4496.018407,0.935374892
A1166,4890.036877,0.959086399
A1167,4495.974729,1.000433046
A1168,4897.003601,1.03176759
A117,2973.336061,1.189526974
A1185,4615.730311,0.670421439
A1186,17031.54618,1.011307553
A1191,4593.568922,0.873501779
A1192,17022.62484,0.903722855
A120,3464.697572,0.824714814
A1202,4616.969689,1.039075031
A1203,17031.98843,1.025340664
A121,3055.844785,1.230136604
A1218,4706.679909,0.954016569
A1219,4835.580682,1.062386587
A122,3055.162308,1.154614146
A1222,4715.830559,0.99244325
A1223,17263.06418,1.108534093
A1226,4776.330769,1.119669857
A1227,17262.94952,1.087874754
A1228,4715.50843,0.803025964
A1229,17248.63935,0.797916531
A123,3055.255125,1.206535683
A1230,4835.422347,1.165820924
A1231,17248.59567,1.035787068
A124,3086.851075,1.320199085
A125,3098.081914,1.11408952
A1251,4889.392619,0.966254707
A1252,17199.87774,1.132813683
A126,4427.514108,0.802994274
A1263,4909.064332,0.943939021
A1267,4877.517521,1.02241196
A1283,4923.527382,1.204717583
A1284,4923.5929,1.191038441
A1285,4923.603819,1.009261497
A1289,4889.840323,1.118366859
A1290,4948.66437,1.198119464
A1291,17385.17294,1.267197222
A13,3038.236882,0.765242146
A1317,17170.70049,1.247946509
A1363,17347.79505,1.172912285
A1364,17348.09534,1.122677872
A1367,17363.32822,1.267124195
A1381,17421.81376,1.123244184
A1382,17421.71548,1.174232166
A1383,17421.68272,1.2863104
A1397,17527.42296,1.114248111
A1417,17523.8577,1.291516307
A1421,17927.29981,0.96973424
A1433,17979.4738,1.089643692
A1434,17978.9715,1.157639726
A1435,17979.22265,1.087907519
A1436,17981.92526,1.04174383
A1450,18080.6005,0.940897374
A147,4244.877837,1.106181571
A149,16552.26724,1.600349992
A15,3069.696336,1.226989167
A242,4549.491835,1.027843186
A243,4876.496535,1.105067128
A244,4555.956256,1.112084806
A245,4890.004118,1.114832972
A248,4574.557846,0.902361798
A249,4885.636266,0.947236071
A254,4639.240275,1.211021479
A255,17400.00726,1.062375557
A256,4632.530162,0.946152254
A257,17414.08812,1.032901133
A262,4642.761855,0.964858809
A263,17401.49233,0.968121404
A264,4635.806051,0.999541207
A265,17403.02108,1.032909946
A266,4875.841358,1.116032762
A267,17016.761,1.141167456
A28,3719.676392,1.353675706
A295,4923.538302,1.087757947
A296,17046.92648,1.137784643
A296,17022.13892,1.029603146
A297,4896.949002,1.260077127
A298,17011.86355,1.222493316
A319,4948.833624,0.872115692
A320,17251.84972,0.913764731
A329,16892.01515,1.679506314
A355,17234.17084,1.258120769
A366,17311.14877,1.261638797
A368,17311.16515,1.331107448
A369,17485.03296,1.307239251
A374,17485.01658,1.448931181
A386,17623.15536,1.500449243
A390,17486.114,1.243961995
A393,18014.91346,2.496267158
A397,17782.5492,1.420059814
A401,17938.49789,1.470691876
A402,17952.3549,1.407753761
A403,17952.40404,1.340845864
A41,4071.031867,1.196426767
A49,4244.801399,1.382384375
A51,4244.77956,1.451148694
A529,4402.267924,1.161645959
A56,4417.839316,0.903518209
A57,4646.632864,1.549248582
A60,4620.267417,1.500721734
A687,18468.16546,0.988196162
A688,18465.76861,0.992125438
A691,18506.93561,1.030734377
A693,18507.00113,0.983606385
A710,18844.48321,0.851097188
A724,19044.18687,1.514476218
A725,19054.79529,1.298553676
A726,19044.17049,1.356463912
A734,19130.4574,1.733947304
A736,19132.17179,1.88642576
A737,19066.33734,1.099342866
A741,19071.55146,0.986315202
A747,19157.51625,1.117555658
A749,19157.46711,1.070809261
A998,2814.198833,1.488013062
A645,19338.45452,1.402435451
A64,18812.19933,1.614421047
A1001,2768.84415,1.280712273
A1002,2784.295426,1.019176794
A1006,2784.055194,1.325783117
A1014,3055.801107,1.07531142
A1016,3466.706784,1.168228345
A1019,3004.331431,1.097013434
A1023,3049.20019,1.143512277
A1025,2847.476405,1.150345606
A1026,3480.492817,1.121904494
A1027,3496.708467,1.059856093
A1028,3480.416379,1.02885898
A103,18758.73136,1.360080777
A1041,3194.382131,1.085478823
A1046,3243.302074,1.151016116
A1047,3242.82161,1.321733484
A1048,3357.248413,1.159898367
A1049,3320.361902,1.203128415
A1050,3322.087204,1.069709837
A1052,3459.041204,1.091323771
A1054,3459.811037,0.955347031
A107,18766.27136,1.257805398
A1094,4074.597127,1.148919682
A1095,4073.952868,1.06825367
A1096,4074.356895,1.051121948
A1149,4450.428952,0.778832705
A1150,4480.141265,0.833081248
A1151,4896.954462,0.821780185
A1155,4496.165822,0.713442703
A1156,4889.829404,0.664993196
A1177,4681.652117,0.931822111
A1178,4701.667799,1.078752296
A1193,4605.771609,0.787232853
A1194,17017.26331,1.164963267
A1195,4605.809827,0.743438632
A1196,17034.75655,1.247698103
A1199,4616.134337,0.652031474
A12,19063.71117,1.391903609
A1200,4610.647223,0.660525894
A1201,17052.95412,0.932927276
A1204,4681.761314,0.846498639
A1205,17008.16725,0.973862811
A1208,4703.152869,0.882391589
A1209,17022.1826,0.948346863
A1214,4681.750394,1.028021266
A1215,17018.33343,1.101710122
A1216,4679.915896,1.121589162
A1217,17031.90653,1.082052169
A1234,4843.355458,1.162030505
A1235,17199.78492,1.143557263
A1236,4887.929388,1.172049693
A1237,17199.82314,1.203345688
A1238,4846.271,1.071456716
A1239,17210.983,1.089813887
A1240,4835.427807,1.0631831
A1243,4889.381699,1.198669706
A1244,17210.95024,1.116365789
A1247,4889.387159,1.277669476
A1248,17199.8559,1.270702192
A125,4427.039105,0.882611356
A1253,4902.381518,0.966889097
A1262,4908.938756,0.926473195
A1264,4908.993354,0.960231333
A1266,4772.088493,1.161388847
A1280,4878.522127,0.99002205
A129,4620.278337,0.796226173
A1299,4937.946753,1.494843918
A1300,17400.40582,1.394716533
A131,4427.093703,0.859001503
A1322,4944.711464,0.881714079
A1345,17426.20891,1.038368794
A1348,17402.92826,0.959879365
A1378,17425.47183,1.208616983
A1379,17425.48275,1.277724406
A1380,17422.04853,1.166475874
A1384,17426.12155,1.18472157
A1386,17426.09425,1.120283851
A1399,17528.6951,0.985550258
A1407,17665.4853,0.961575843
A1419,17911.83761,1.090439331
A1428,17911.85945,0.902955802
A1430,17911.94681,1.108940527
A1431,17936.6088,1.065699057
A1432,17937.91369,1.213527017
A145,4215.640527,1.263593868
A1453,17905.59159,1.070850887
A146,4620.305636,1.391460939
A148,4215.673286,0.812796303
A238,16668.43573,1.497094395
A239,16672.42139,1.540397361
A240,16672.49237,1.705493072
A241,16672.45961,1.656550311
A246,4583.981487,0.914647661
A247,4875.945094,1.0451174
A250,4577.626262,1.03133446
A251,4885.652645,1.067606634
A330,16767.47677,1.487762251
A371,17318.89625,1.275970848
A375,17486.14676,1.125627295
A383,17792.81911,1.545491961
A385,17623.33007,2.142027358
A39,4053.123674,2.173911564
A394,17627.56143,1.39753257
A395,18018.18935,2.291044749
A396,17627.46315,1.255551137
A40,4071.665206,2.458373994
A402,17824.18574,0.944436561
A403,17824.19666,1.053552723
A409,18671.71283,1.495542877
A43,4071.697965,1.460999434
A44,16554.41841,1.523550307
A45,16557.79257,1.63480632
A526,4353.211486,1.249311884
A527,4353.222406,1.234437923
A58,4646.643784,1.583678716
A6,19063.26892,1.559008605
A600,4244.866917,1.441672325
A61,17778.61813,1.728131395
A616,4495.849153,0.925989508
A618,4503.03427,1.393006131
A62,17778.60175,1.738567856
A663,18747.37494,1.03026989
A665,18747.38586,0.991487344
A666,18747.22207,0.985754687
A667,18747.20569,1.018608759
A668,18821.3063,0.925439465
A669,18747.26575,0.960795367
A692,18506.95745,1.02725069
A698,18644.41921,1.121051478
A699,18595.49927,1.186404327
A7,19063.29076,1.642779736
A705,18747.30943,0.977005004
A709,18826.646,0.798560548
A711,18830.81184,1.18396016
A713,18921.77235,1.42699662
A716,18851.63557,1.550061825
A738,19073.9647,0.995056224
A742,19066.35918,0.94859142
A744,19082.61305,1.012070631
A745,19082.58029,1.035214478
A8,19063.30168,1.682493808
A9,19063.31806,1.464576571
A997,2814.935908,1.605370682
A1,19061.46172,1.796348492
A10,19063.68387,1.804213797
A102,18755.6138,1.105750618
A1038,3281.258707,1.008600525
A104,18758.69314,1.019811475
A1044,3242.979944,1.167010724
A1045,3242.903507,1.206579085
A105,18760.59862,0.990513531
A1056,3459.226837,0.993598969
A1057,3461.574558,1.044496568
A106,18760.615,1.067745824
A11,19063.69479,1.622818749
A111,4215.689666,0.836003124
A1154,4452.86403,0.630428788
A1171,4550.425464,1.175710762
A1172,4555.86344,1.340487489
A1181,4761.441854,0.90531704
A1182,4730.746774,0.978201701
A1206,4673.719006,0.935934515
A1207,17016.82106,0.874601753
A121,4427.612385,0.806161999
A1210,4703.474998,0.823648157
A1211,17008.1072,0.78265578
A1212,4775.069552,0.888329748
A1213,17008.84427,0.785448972
A122,4439.967947,1.37796104
A124,4427.028185,1.427324645
A1249,4897.822573,1.300457096
A1250,17220.91441,1.256422328
A1254,4888.196919,0.861040699
A1255,4887.951227,0.912129806
A1257,4889.851243,0.961800586
A1258,4888.824798,0.929938529
A1261,4909.004274,0.940965184
A127,4620.294716,1.619052032
A1279,4902.365139,1.009185969
A128,4612.869368,1.539691414
A1289,16751.99273,1.068823161
A1320,4938.148766,1.017394233
A1321,4939.491881,0.860417211
A1323,4944.706004,0.962195624
A1346,17428.07071,0.933031708
A1347,17399.65783,1.005161082
A1349,17385.18386,1.157466765
A1371,17380.06801,0.960917205
A1374,17451.73354,0.947377404
A1375,17457.87038,0.882343933
A1376,17480.54499,1.00224866
A1377,17457.98503,0.902030504
A1385,17426.10517,1.247599002
A1387,17393.45548,1.143407909
A1391,17511.93346,0.932655468
A1392,17515.46051,0.995335009
A1393,17495.12269,1.003701072
A1395,17528.7497,0.955574737
A1395,17685.36449,0.816056166
A1398,17570.42446,0.945558349
A1400,17440.83029,0.968193629
A1404,17628.78989,0.968262835
A1410,17688.71681,1.006385574
A1416,17699.87122,1.210513243
A1426,17911.90313,1.07585624
A1427,17911.81578,0.980163826
A16,3069.707256,1.658352193
A2,19061.58184,1.468885006
A24,3083.515128,0.947541091
A365,17485.38784,1.165295143
A372,17493.87786,1.311781127
A382,17627.44131,1.491533108
A384,17623.36283,1.940334239
A392,17486.13038,1.130664068
A401,17813.61008,1.200743651
A405,17953.93279,2.3294198
A406,17956.6627,2.546552124
A408,18671.69645,1.267608853
A5,19062.57552,1.897327722
A532,4637.231063,1.473529838
A533,4612.880288,1.379043826
A550,18524.99122,1.341292605
A59,4646.616485,0.767405965
A615,4502.865015,1.503220064
A633,17666.58272,1.466263081
A664,18747.18931,1.05248068
A697,18737.54728,1.076316257
A700,18641.19246,1.190208701
A704,18947.77745,0.855033993
A706,18747.34219,0.933118825
A707,18747.36402,0.939269775
A708,18826.63508,0.895097599
A712,18921.72322,1.291019356
A714,18931.61094,1.286223848
A715,18921.70684,1.532524244
A739,19066.31004,0.911179462
A740,19066.13532,1.056595249
A1003,2784.945144,1.09208833
A1005,2813.123249,1.30239292
A1007,2829.999538,1.498770756
A1040,3177.423946,0.94978135
A1043,3236.346269,1.187958928
A1130,4476.570546,0.877807052
A1170,4558.953695,1.347958855
A1173,4558.931856,1.134226335
A1175,4559.193927,1.064428167
A1176,4549.393559,1.144305529
A1179,4681.526542,0.933867717
A1180,4761.387256,0.927380833
A1256,16921.93494,0.943290469
A1278,4896.894404,0.915760161
A130,4427.366693,0.874409895
A1373,17650.13776,0.819481688
A1388,17486.16314,0.775528153
A1389,17511.39294,0.961498507
A1390,17512.40847,0.946087131
A1396,17509.53661,0.963928399
A1402,17628.40224,0.949762765
A1403,17628.20569,0.850090603
A1405,17631.1922,0.992670781
A1406,17633.76924,0.819435178
A1408,17683.75384,0.85835027
A1411,17685.04782,0.907341731
A1413,17699.95857,1.003734297
A1415,17698.80655,1.148137
A1429,17911.92497,0.960807692
A32,4071.020948,2.449516858
A398,18243.70701,1.363219246
A399,18243.72339,1.262129399
A4,19061.60368,1.749769396
A549,18524.97484,1.382731487
A695,18624.55641,1.098300432
A696,18737.43808,1.126160261
A701,18645.8879,0.969781398
A702,18646.08446,0.912350735
A703,18706.12604,0.855863627
A717,18931.45261,1.779580034
A721,18950.46914,0.942899117
A1118,4499.086823,0.927912451
A1131,4496.160363,0.905667843
A1132,4498.781074,0.895756593
A1134,4496.127604,1.057845036
A1174,4559.587033,1.092948768
A1372,17477.91882,0.883969628
A1394,17564.96465,1.03370057
A1401,17631.57439,0.850984281
A1409,17671.98248,0.841181574
A1412,17780.81297,0.859894795
A1414,17698.76287,1.049089772
A1418,17898.0625,1.069595128
A1440,17915.91064,0.980607264
A3,19063.3399,1.444576218
A400,18250.4062,1.290726109
A718,18945.1076,1.017227669
A719,18947.74469,1.07173891
A720,18946.9148,1.009755759
A1004,2814.264351,1.306150795
A1133,4496.138523,1.00009849
A381,17627.49045,1.692137402
A391,17623.37921,1.665150642
